id,timestamp,circles
0,1398854618.4548473,[{'idp': 1, 'x': 7.291666666666668, 'y': 2.2916666666666674, 'r': 0.3999999999999999, 'type': 1}]
4596,1398854733.581605,[{'idp': 7, 'x': 4.196115618638217, 'y': 1.7274754487299093, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.088156622985811, 'y': 1.095177380429475, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.3505213749771094, 'y': 0.5698190478513476, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.26312003431713, 'y': -0.6218645639607079, 'r': 0.3999999999999999, 'type': 1}]
4597,1398854733.6177511,[{'idp': 7, 'x': 4.196606425833442, 'y': 1.7273163392298274, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.098410908112536, 'y': 1.1092218179680824, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.361432825827704, 'y': 0.5665104201761584, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.2350694551462595, 'y': -0.630233492854545, 'r': 0.3999999999999999, 'type': 1}]
4598,1398854733.6576664,[{'idp': 7, 'x': 4.160195243174096, 'y': 1.744657697615244, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.109621685391543, 'y': 1.1352871460097202, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.375221381507192, 'y': 0.5785949025383519, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.2155861541890065, 'y': -0.6279036044994024, 'r': 0.3999999999999999, 'type': 1}]
4599,1398854733.6576939,[{'idp': 7, 'x': 4.1490240599023025, 'y': 1.7292252597348101, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.089161408752978, 'y': 1.1305541633877958, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.367655464522155, 'y': 0.558783469293147, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.204235121387, 'y': -0.6265139925733176, 'r': 0.3999999999999999, 'type': 1}]
4600,1398854733.6977665,[{'idp': 7, 'x': 4.140908802623075, 'y': 1.7368499705426776, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.103198268000002, 'y': 1.1457413889695345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.380641639061871, 'y': 0.5789533606263308, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.192571515071971, 'y': -0.6251241783210704, 'r': 0.3999999999999999, 'type': 1}]
4601,1398854733.706455,[{'idp': 7, 'x': 4.140365230752723, 'y': 1.7253667545927964, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.0782016197961894, 'y': 1.127911949191327, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.379611076760183, 'y': 0.5792261983497426, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.175658032406472, 'y': -0.6459857164962046, 'r': 0.3999999999999999, 'type': 1}]
4602,1398854733.7457457,[{'idp': 7, 'x': 4.129362044394378, 'y': 1.721296688261218, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.083906502707287, 'y': 1.1406002681380945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.391276418108889, 'y': 0.5832741064865687, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.166418859978899, 'y': -0.6448427732828987, 'r': 0.3999999999999999, 'type': 1}]
4603,1398854733.7857094,[{'idp': 7, 'x': 4.11054139012641, 'y': 1.7130749097886544, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.068325453382398, 'y': 1.136509190529007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.403708713485415, 'y': 0.5845325743698204, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.1475562846832945, 'y': -0.6426061409827688, 'r': 0.3999999999999999, 'type': 1}]
4604,1398854733.785741,[{'idp': 7, 'x': 4.0774119523059404, 'y': 1.7101039845600385, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.036012807570705, 'y': 1.140073345325936, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.410242966797448, 'y': 0.6065689798735918, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.128456098858067, 'y': -0.6515570457284836, 'r': 0.3999999999999999, 'type': 1}]
4605,1398854733.8257496,[{'idp': 7, 'x': 4.078105279931011, 'y': 1.7419975889197858, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.020295104056256, 'y': 1.12497001548588, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.426497519487995, 'y': 0.6415131526180806, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.1230229331037, 'y': -0.6393463028806035, 'r': 0.3999999999999999, 'type': 1}]
4606,1398854733.830456,[{'idp': 7, 'x': 4.060322756322932, 'y': 1.7552813073476647, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.024456070974215, 'y': 1.1372883346944795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.464017073859201, 'y': 0.6695972722366461, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.113277437428074, 'y': -0.6267674776714149, 'r': 0.3999999999999999, 'type': 1}]
4607,1398854733.8697696,[{'idp': 7, 'x': 4.048756699699652, 'y': 1.7398919817607994, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.053979588111437, 'y': 1.167173492311413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.459650966055211, 'y': 0.6975798629833396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.099784426949521, 'y': -0.6250931555930306, 'r': 0.3999999999999999, 'type': 1}]
4608,1398854733.9097295,[{'idp': 7, 'x': 4.050977603990278, 'y': 1.7195234797820613, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.180465565504879, 'y': 1.2551771724536476, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.477020455552669, 'y': 0.7128142738896015, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.091651293008845, 'y': -0.6354061612946948, 'r': 0.3999999999999999, 'type': 1}]
4609,1398854733.90976,[{'idp': 7, 'x': 4.039749077420551, 'y': 1.7145541626095073, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.255325209542383, 'y': 1.3095456072159295, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.510888417523155, 'y': 0.715808455676108, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.08885527655295, 'y': -0.6237906108305247, 'r': 0.3999999999999999, 'type': 1}]
4610,1398854733.949791,[{'idp': 7, 'x': 4.043458127141393, 'y': 1.7052638611260695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.310945370377724, 'y': 1.348307263399866, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.5499093876267604, 'y': 0.7139809365087135, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.0839939732269634, 'y': -0.6456437523900094, 'r': 0.3999999999999999, 'type': 1}]
4611,1398854733.9555893,[{'idp': 7, 'x': 4.020211225009875, 'y': 1.706390335192054, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.313875939994639, 'y': 1.3831380099201684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.590950188276046, 'y': 0.7808253768098616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.080912505352959, 'y': -0.6451798220800942, 'r': 0.3999999999999999, 'type': 1}]
4612,1398854733.9937756,[{'idp': 7, 'x': 4.018284955730014, 'y': 1.7154584667774708, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.30530477704052, 'y': 1.4340727464683978, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.601643565292365, 'y': 0.7963110960567588, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.0577642273383505, 'y': -0.6537606644180571, 'r': 0.3999999999999999, 'type': 1}]
4613,1398854734.0338066,[{'idp': 7, 'x': 3.9969168852665393, 'y': 1.727597211506744, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.321883362189819, 'y': 1.463846010297769, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.610950444112149, 'y': 0.8264771629161127, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.06465049703122, 'y': -0.6206560133959738, 'r': 0.3999999999999999, 'type': 1}]
4614,1398854734.0338368,[{'idp': 7, 'x': 3.991789438622284, 'y': 1.725089474165702, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.3290914009230566, 'y': 1.4696583961275067, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.6376010078893355, 'y': 0.8443667305120695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.052252064492739, 'y': -0.6302820385299868, 'r': 0.3999999999999999, 'type': 1}]
4615,1398854734.0737,[{'idp': 7, 'x': 3.9709247947993465, 'y': 1.7264795407642985, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.343101993246826, 'y': 1.5088172257655352, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.647958628912036, 'y': 0.8601526620745004, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.030503188791555, 'y': -0.650177731353544, 'r': 0.3999999999999999, 'type': 1}]
4616,1398854734.0805247,[{'idp': 7, 'x': 3.9674737418849593, 'y': 1.7249138729505442, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.357418637229561, 'y': 1.538742131767037, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.66525271374735, 'y': 0.8620857697255535, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.0218301330717985, 'y': -0.6490402959958597, 'r': 0.3999999999999999, 'type': 1}]
4617,1398854734.1177785,[{'idp': 7, 'x': 3.954001185155964, 'y': 1.7295181095930756, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.340899045468348, 'y': 1.5817466169501926, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.678905753088145, 'y': 0.8935427514064509, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.013214863669786, 'y': -0.6479289108987019, 'r': 0.3999999999999999, 'type': 1}]
4618,1398854734.1577368,[{'idp': 7, 'x': 3.9482005480345816, 'y': 1.7268389397695838, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.365379581269556, 'y': 1.621261805676757, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.707263910647148, 'y': 0.882157540517785, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 5.0091647516999345, 'y': -0.6359372449401346, 'r': 0.3999999999999999, 'type': 1}]
4619,1398854734.1577716,[{'idp': 7, 'x': 3.9233024042180165, 'y': 1.7264399041294731, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.339409206208174, 'y': 1.616830137597698, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.689345512604614, 'y': 0.9094454222061765, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.976143216589019, 'y': -0.6542826208123376, 'r': 0.3999999999999999, 'type': 1}]
4620,1398854734.1977985,[{'idp': 7, 'x': 3.918123369870772, 'y': 1.734519642875465, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.347392818265502, 'y': 1.6447692666612457, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.66037880581257, 'y': 0.935389488793843, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.965828755900253, 'y': -0.6529560864244444, 'r': 0.3999999999999999, 'type': 1}]
4621,1398854734.2054756,[{'idp': 7, 'x': 3.905871356115145, 'y': 1.7287168875446857, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.3501145996141535, 'y': 1.668099482173535, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.669317633556662, 'y': 0.9364531486496452, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.970538024062343, 'y': -0.6422300924526314, 'r': 0.3999999999999999, 'type': 1}]
4622,1398854734.241738,[{'idp': 7, 'x': 3.89835028500344, 'y': 1.7253995777541187, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.344173218749191, 'y': 1.6895223956321548, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.63012758034202, 'y': 0.946261085507345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.949100441935014, 'y': -0.6505819648467093, 'r': 0.3999999999999999, 'type': 1}]
4623,1398854734.281753,[{'idp': 7, 'x': 3.8761112763688854, 'y': 1.7258208246682938, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.366532819400007, 'y': 1.7060744568150854, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.629649433741768, 'y': 0.946074921865383, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.9508594669366595, 'y': -0.6395246856709547, 'r': 0.3999999999999999, 'type': 1}]
4624,1398854734.2817864,[{'idp': 7, 'x': 3.8690226765644375, 'y': 1.7226605678072526, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.3778492557513164, 'y': 1.6933970588546288, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.639525099897055, 'y': 0.9476537869463209, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.926348943141969, 'y': -0.6586070298479574, 'r': 0.3999999999999999, 'type': 1}]
4625,1398854734.3217351,[{'idp': 7, 'x': 3.8580490103372256, 'y': 1.7279806352526683, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.385903239239436, 'y': 1.7234875534924599, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.618161188182626, 'y': 0.9742106495035396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.910632344747723, 'y': -0.656396539899573, 'r': 0.3999999999999999, 'type': 1}]
4626,1398854734.3308187,[{'idp': 7, 'x': 3.8530914855135134, 'y': 1.7258609462992447, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.359173600938547, 'y': 1.7195001270134624, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.6498160761519, 'y': 0.9788929736035956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.9030033294723685, 'y': -0.6554570661838033, 'r': 0.3999999999999999, 'type': 1}]
4627,1398854734.3697438,[{'idp': 7, 'x': 3.8383966489670063, 'y': 1.718863130233843, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.361347693629925, 'y': 1.7364291256268194, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.643239779365089, 'y': 0.9777902879498979, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.894943895079487, 'y': -0.6544301246228112, 'r': 0.3999999999999999, 'type': 1}]
4628,1398854734.409779,[{'idp': 7, 'x': 3.834410388287217, 'y': 1.7274574681242938, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.404193344886876, 'y': 1.791444855897586, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.674655793914733, 'y': 1.0122655920800505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.888677867015789, 'y': -0.6314438903374198, 'r': 0.3999999999999999, 'type': 1}]
4629,1398854734.4098077,[{'idp': 7, 'x': 3.814798960796235, 'y': 1.7285158696363645, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.40162671792036, 'y': 1.8309756136973587, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.702701883320811, 'y': 1.0162887254756492, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.875601668793188, 'y': -0.6299274809240785, 'r': 0.3999999999999999, 'type': 1}]
4630,1398854734.4497373,[{'idp': 7, 'x': 3.811164129080442, 'y': 1.737197264018182, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.4034556855342135, 'y': 1.8603822692767857, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.769965883440068, 'y': 1.0564919418505614, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.859667069047182, 'y': -0.6387493295608848, 'r': 0.3999999999999999, 'type': 1}]
4631,1398854734.456556,[{'idp': 7, 'x': 3.7949745086345565, 'y': 1.7294611709779018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.419897901062889, 'y': 1.865864837038551, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.801446126729127, 'y': 1.0918580845407821, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.848235629620923, 'y': -0.6372604057334097, 'r': 0.3999999999999999, 'type': 1}]
4632,1398854734.4937022,[{'idp': 7, 'x': 3.7866795942405695, 'y': 1.7257082281067992, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.428187874620008, 'y': 1.8817039383233358, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.858297917992422, 'y': 1.085490892538159, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.846921517353255, 'y': -0.6369761569979759, 'r': 0.3999999999999999, 'type': 1}]
4633,1398854734.53374,[{'idp': 7, 'x': 3.779448299270556, 'y': 1.7224202840687264, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.456293176433671, 'y': 1.9047609676094934, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.899873973112549, 'y': 1.0921696385185897, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.820459037693556, 'y': -0.655080234721882, 'r': 0.3999999999999999, 'type': 1}]
4634,1398854734.533773,[{'idp': 7, 'x': 3.767315494640513, 'y': 1.716818375004412, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.453425856674176, 'y': 1.9301479747455264, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.921976423402509, 'y': 1.1269186557881694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.808162834856919, 'y': -0.6534104221024695, 'r': 0.3999999999999999, 'type': 1}]
4635,1398854734.5737276,[{'idp': 7, 'x': 3.765259273460839, 'y': 1.7259006239966745, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.4418051212902485, 'y': 1.9531239760136798, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.948526610685477, 'y': 1.1469236210065725, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.8097923260041675, 'y': -0.6319935178764713, 'r': 0.3999999999999999, 'type': 1}]
4636,1398854734.5810137,[{'idp': 7, 'x': 3.7557791036707644, 'y': 1.7211524029158332, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.436563284098355, 'y': 1.9647008904492869, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.960273013323224, 'y': 1.1647389803743935, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.806496695383203, 'y': -0.6316274892879725, 'r': 0.3999999999999999, 'type': 1}]
4637,1398854734.617758,[{'idp': 7, 'x': 3.732244082539067, 'y': 1.740851281630389, 'r': 0.3999999999999999, 'type': 1}, {'idp': 11, 'x': 5.390833163297333, 'y': 1.974862215923645, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.976259719263034, 'y': 1.1672469365857352, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.788790361222377, 'y': -0.6399986232754251, 'r': 0.3999999999999999, 'type': 1}]
4638,1398854734.6578555,[{'idp': 7, 'x': 3.718045689341838, 'y': 1.733954061033749, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.9927752142987964, 'y': 1.1860343403806395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.7759045286949675, 'y': -0.6383080311037581, 'r': 0.3999999999999999, 'type': 1}]
4639,1398854734.657892,[{'idp': 7, 'x': 3.7093872286404284, 'y': 1.7296112783271345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 6.998157435743096, 'y': 1.202847069065851, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.765987139864752, 'y': -0.6370417404745154, 'r': 0.3999999999999999, 'type': 1}]
4640,1398854734.6977713,[{'idp': 7, 'x': 3.7007904866358876, 'y': 1.735653381086466, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.009108415142141, 'y': 1.220689232184129, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.749640044681156, 'y': -0.6348363108582711, 'r': 0.3999999999999999, 'type': 1}]
4641,1398854734.706455,[{'idp': 7, 'x': 3.6879126056410483, 'y': 1.7296760071808492, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.036182248951583, 'y': 1.2254970502408513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.74531279170156, 'y': -0.6235384269303201, 'r': 0.3999999999999999, 'type': 1}]
4642,1398854734.7457268,[{'idp': 7, 'x': 3.67572160375516, 'y': 1.7240056882950205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.038662296938556, 'y': 1.2102847958203289, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.725884704624066, 'y': -0.6525032903730144, 'r': 0.3999999999999999, 'type': 1}]
4643,1398854734.7857068,[{'idp': 7, 'x': 3.6631364202440575, 'y': 1.7377517670651543, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.04838624142853, 'y': 1.2121983563325855, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.717602891320909, 'y': -0.6515625779836676, 'r': 0.3999999999999999, 'type': 1}]
4644,1398854734.7857378,[{'idp': 7, 'x': 3.651996708305505, 'y': 1.7223708665265747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.060926482559724, 'y': 1.214357995838382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.704358731077476, 'y': -0.6496216776840624, 'r': 0.3999999999999999, 'type': 1}]
4645,1398854734.825776,[{'idp': 7, 'x': 3.6410040969560775, 'y': 1.7363989884045261, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.063189291593048, 'y': 1.2302912903586138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.684658458164859, 'y': -0.6469237114211646, 'r': 0.3999999999999999, 'type': 1}]
4646,1398854734.8327084,[{'idp': 7, 'x': 3.624267209907237, 'y': 1.7386034876250789, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.048692299847367, 'y': 1.2278573617575295, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.6728989520397075, 'y': -0.6451958861519436, 'r': 0.3999999999999999, 'type': 1}]
4647,1398854734.8697798,[{'idp': 7, 'x': 3.615865725281473, 'y': 1.7342781698083365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.059719964005247, 'y': 1.2456459669141506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.662697442733408, 'y': -0.643951590513776, 'r': 0.3999999999999999, 'type': 1}]
4648,1398854734.9097707,[{'idp': 7, 'x': 3.6014004429524293, 'y': 1.74669376385028, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.06373429784869, 'y': 1.2464391915003303, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.652204783357656, 'y': -0.642392495892814, 'r': 0.3999999999999999, 'type': 1}]
4649,1398854734.9098024,[{'idp': 7, 'x': 3.5886735866669905, 'y': 1.7408279828795203, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.091933043770153, 'y': 1.2514101814362322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.64751805112642, 'y': -0.641809939686464, 'r': 0.3999999999999999, 'type': 1}]
4650,1398854734.949832,[{'idp': 7, 'x': 3.5845740290741235, 'y': 1.7386294961475413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.1141190964584595, 'y': 1.271379180347929, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.65011281402806, 'y': -0.6211006630935445, 'r': 0.3999999999999999, 'type': 1}]
4651,1398854734.9569335,[{'idp': 7, 'x': 3.5574988904558658, 'y': 1.7545556262847617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.12848974412339, 'y': 1.3059587913539894, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.6321295947548125, 'y': -0.6189440995605444, 'r': 0.3999999999999999, 'type': 1}]
4652,1398854734.993713,[{'idp': 7, 'x': 3.5555691636964903, 'y': 1.7438197042507086, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.1720890194021685, 'y': 1.3137891699081505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.619284686255149, 'y': -0.617361578064971, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 5.75, 'y': 1.333333333333333, 'r': 0.6, 'type': 1}]
4653,1398854735.0337389,[{'idp': 7, 'x': 3.54476917048117, 'y': 1.7384879095988959, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.208709572512191, 'y': 1.3203194616460734, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.6095825604220835, 'y': -0.6262422047622018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 5.847520757762956, 'y': 1.3781595727830775, 'r': 0.3999999999999999, 'type': 1}]
4654,1398854735.0337677,[{'idp': 7, 'x': 3.529511003070156, 'y': 1.7310120350403535, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.2374538583206105, 'y': 1.3254445527820335, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.59586344333621, 'y': -0.6346296366103188, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 5.795840983123936, 'y': 1.3518443051759932, 'r': 0.3999999999999999, 'type': 1}]
4655,1398854735.0737426,[{'idp': 7, 'x': 3.5165136467533165, 'y': 1.7243585259072391, 'r': 0.3999999999999999, 'type': 1}, {'idp': 17, 'x': 7.270145446183342, 'y': 1.3312231332782853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 18, 'x': 4.582185493398228, 'y': -0.6325820132586857, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 5.774412484140969, 'y': 1.3468728917767114, 'r': 0.3999999999999999, 'type': 1}]
