id,timestamp,circles
60000,1398777768.5636444,[{'idp':  58 ,  'x':  4.79 ,  'y':  -3.11 ,  'r':  0.4 ,  'type':  1}]
60841,1398777789.652526,[{'idp':  64 ,  'x':  2.07 ,  'y':  0.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.7 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.6 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.79 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1}]
60842,1398777789.691669,[{'idp':  64 ,  'x':  2.08 ,  'y':  0.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.67 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.63 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.81 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1}]
60843,1398777789.731741,[{'idp':  64 ,  'x':  2.09 ,  'y':  0.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.65 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.65 ,  'y':  -3.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.84 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1}]
60844,1398777789.7317631,[{'idp':  64 ,  'x':  2.07 ,  'y':  0.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.66 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.67 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.86 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1}]
60845,1398777789.771652,[{'idp':  64 ,  'x':  2.08 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.67 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.69 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.87 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1}]
60846,1398777789.7782307,[{'idp':  64 ,  'x':  2.07 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.67 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.71 ,  'y':  -3.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.9 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1}]
60847,1398777789.8155618,[{'idp':  64 ,  'x':  2.07 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.7 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.74 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.91 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1}]
60848,1398777789.855625,[{'idp':  64 ,  'x':  2.09 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.74 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.76 ,  'y':  -3.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.92 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1}]
60849,1398777789.8557038,[{'idp':  64 ,  'x':  2.09 ,  'y':  0.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.74 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.79 ,  'y':  -3.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.93 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1}]
60850,1398777789.8963323,[{'idp':  64 ,  'x':  2.12 ,  'y':  0.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.75 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.81 ,  'y':  -3.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.96 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1}]
60851,1398777789.904835,[{'idp':  64 ,  'x':  2.13 ,  'y':  0.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.76 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.85 ,  'y':  -3.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  0.98 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1}]
60852,1398777789.943634,[{'idp':  64 ,  'x':  2.16 ,  'y':  0.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.8 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.88 ,  'y':  -3.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.0 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1}]
60853,1398777789.9835975,[{'idp':  64 ,  'x':  2.17 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.79 ,  'y':  -0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.9 ,  'y':  -3.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.03 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1}]
60854,1398777789.9836302,[{'idp':  64 ,  'x':  2.18 ,  'y':  0.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.83 ,  'y':  -0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.92 ,  'y':  -3.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.07 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1}]
60855,1398777790.023583,[{'idp':  64 ,  'x':  2.2 ,  'y':  0.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.91 ,  'y':  -0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.9 ,  'y':  -3.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.09 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1}]
60856,1398777790.0309546,[{'idp':  64 ,  'x':  2.21 ,  'y':  0.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  1.99 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.96 ,  'y':  -3.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.12 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1}]
60857,1398777790.067623,[{'idp':  64 ,  'x':  2.22 ,  'y':  0.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.04 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  2.97 ,  'y':  -3.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.13 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1}]
60858,1398777790.107572,[{'idp':  64 ,  'x':  2.24 ,  'y':  0.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.08 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.02 ,  'y':  -3.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.15 ,  'y':  -2.39 ,  'r':  0.4 ,  'type':  1}]
60859,1398777790.1076066,[{'idp':  64 ,  'x':  2.26 ,  'y':  0.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.11 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.04 ,  'y':  -3.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.17 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1}]
60860,1398777790.1475875,[{'idp':  64 ,  'x':  2.26 ,  'y':  0.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.14 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.06 ,  'y':  -3.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.19 ,  'y':  -2.35 ,  'r':  0.4 ,  'type':  1}]
60861,1398777790.1582904,[{'idp':  64 ,  'x':  2.28 ,  'y':  0.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.15 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.09 ,  'y':  -3.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.2 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1}]
60862,1398777790.195562,[{'idp':  64 ,  'x':  2.3 ,  'y':  0.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.18 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.1 ,  'y':  -3.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.22 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1}]
60863,1398777790.2356105,[{'idp':  64 ,  'x':  2.31 ,  'y':  0.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.19 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.12 ,  'y':  -3.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.24 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1}]
60864,1398777790.2356453,[{'idp':  64 ,  'x':  2.33 ,  'y':  0.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.21 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.14 ,  'y':  -3.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.28 ,  'y':  -2.35 ,  'r':  0.4 ,  'type':  1}]
60865,1398777790.2756226,[{'idp':  64 ,  'x':  2.34 ,  'y':  0.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.23 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.15 ,  'y':  -3.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.31 ,  'y':  -2.35 ,  'r':  0.4 ,  'type':  1}]
60866,1398777790.2822642,[{'idp':  64 ,  'x':  2.34 ,  'y':  0.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.24 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.18 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.33 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1}]
60867,1398777790.3196223,[{'idp':  64 ,  'x':  2.36 ,  'y':  0.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.25 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.2 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.34 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1}]
60868,1398777790.35963,[{'idp':  64 ,  'x':  2.37 ,  'y':  0.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.26 ,  'y':  -0.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.19 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.34 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1}]
60869,1398777790.3596587,[{'idp':  64 ,  'x':  2.38 ,  'y':  0.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.27 ,  'y':  -0.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.22 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.35 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1}]
60870,1398777790.3996289,[{'idp':  64 ,  'x':  2.38 ,  'y':  0.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.29 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.25 ,  'y':  -3.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.37 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1}]
60871,1398777790.407129,[{'idp':  64 ,  'x':  2.39 ,  'y':  0.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.3 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.27 ,  'y':  -3.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.37 ,  'y':  -2.31 ,  'r':  0.4 ,  'type':  1}]
60872,1398777790.4435914,[{'idp':  64 ,  'x':  2.4 ,  'y':  0.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.31 ,  'y':  -0.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.25 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.38 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1}]
60873,1398777790.48366,[{'idp':  64 ,  'x':  2.42 ,  'y':  0.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.31 ,  'y':  -0.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.25 ,  'y':  -3.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.37 ,  'y':  -2.31 ,  'r':  0.4 ,  'type':  1}]
60874,1398777790.4836812,[{'idp':  64 ,  'x':  2.42 ,  'y':  0.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.32 ,  'y':  -0.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.25 ,  'y':  -3.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.38 ,  'y':  -2.31 ,  'r':  0.4 ,  'type':  1}]
60875,1398777790.5236373,[{'idp':  64 ,  'x':  2.43 ,  'y':  0.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.34 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.3 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.4 ,  'y':  -2.29 ,  'r':  0.4 ,  'type':  1}]
60876,1398777790.5355327,[{'idp':  64 ,  'x':  2.42 ,  'y':  0.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.35 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.34 ,  'y':  -3.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.44 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1}]
60877,1398777790.571644,[{'idp':  64 ,  'x':  2.43 ,  'y':  0.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.36 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.41 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.45 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
60878,1398777790.611634,[{'idp':  64 ,  'x':  2.44 ,  'y':  0.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.39 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.43 ,  'y':  -3.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.46 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
60879,1398777790.611656,[{'idp':  64 ,  'x':  2.44 ,  'y':  0.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.4 ,  'y':  -0.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.45 ,  'y':  -3.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.46 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1}]
60880,1398777790.6516051,[{'idp':  64 ,  'x':  2.45 ,  'y':  0.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.43 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.47 ,  'y':  -3.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.48 ,  'y':  -2.21 ,  'r':  0.4 ,  'type':  1}]
60881,1398777790.6559505,[{'idp':  64 ,  'x':  2.46 ,  'y':  0.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.45 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.49 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.51 ,  'y':  -2.2 ,  'r':  0.4 ,  'type':  1}]
60882,1398777790.6956537,[{'idp':  64 ,  'x':  2.47 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.46 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.51 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.55 ,  'y':  -2.21 ,  'r':  0.4 ,  'type':  1}]
60883,1398777790.7355928,[{'idp':  64 ,  'x':  2.48 ,  'y':  0.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.48 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.54 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.59 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1}]
60884,1398777790.7356217,[{'idp':  64 ,  'x':  2.48 ,  'y':  0.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.5 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.57 ,  'y':  -3.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.63 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1}]
60885,1398777790.775663,[{'idp':  64 ,  'x':  2.49 ,  'y':  0.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.53 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.58 ,  'y':  -3.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.66 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
60886,1398777790.7809951,[{'idp':  64 ,  'x':  2.51 ,  'y':  0.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.54 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.59 ,  'y':  -3.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.68 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
60887,1398777790.8196366,[{'idp':  64 ,  'x':  2.52 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.58 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.68 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60888,1398777790.8597362,[{'idp':  64 ,  'x':  2.54 ,  'y':  0.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.57 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.69 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1}]
60889,1398777790.8597684,[{'idp':  64 ,  'x':  2.56 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.59 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.71 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60890,1398777790.8996716,[{'idp':  64 ,  'x':  2.57 ,  'y':  0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.62 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.73 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60891,1398777790.90634,[{'idp':  64 ,  'x':  2.58 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.62 ,  'y':  -3.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.77 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1}]
60892,1398777790.943638,[{'idp':  64 ,  'x':  2.59 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.55 ,  'y':  -0.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.68 ,  'y':  -3.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.78 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1}]
60893,1398777790.9836402,[{'idp':  64 ,  'x':  2.59 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.54 ,  'y':  -0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.73 ,  'y':  -3.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.81 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1}]
60894,1398777790.9836771,[{'idp':  64 ,  'x':  2.61 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.54 ,  'y':  -0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.78 ,  'y':  -3.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.83 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1}]
60895,1398777791.0236263,[{'idp':  64 ,  'x':  2.62 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.54 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.79 ,  'y':  -3.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.82 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
60896,1398777791.031551,[{'idp':  64 ,  'x':  2.62 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.53 ,  'y':  -0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.82 ,  'y':  -3.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.83 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
60897,1398777791.0716531,[{'idp':  64 ,  'x':  2.62 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.54 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.83 ,  'y':  -3.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.84 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60898,1398777791.1115913,[{'idp':  64 ,  'x':  2.63 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.59 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.87 ,  'y':  -3.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.87 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60899,1398777791.1116276,[{'idp':  64 ,  'x':  2.64 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.63 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.86 ,  'y':  -3.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.89 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60900,1398777791.1515462,[{'idp':  64 ,  'x':  2.65 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.64 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.86 ,  'y':  -3.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.92 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
60901,1398777791.1572344,[{'idp':  64 ,  'x':  2.65 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  65 ,  'x':  2.65 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  66 ,  'x':  3.86 ,  'y':  -3.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  67 ,  'x':  1.94 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1}]
