id,timestamp,circles
62302,1398783141.6722834,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.72 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62303,1398783141.6723166,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.73 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62304,1398783141.7123084,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.76 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62305,1398783141.7183402,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.77 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62306,1398783141.7563238,[{'idp':  266 ,  'x':  7.86 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.78 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62307,1398783141.7962542,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.82 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62308,1398783141.7962847,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.84 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62309,1398783141.8363516,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.86 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62310,1398783141.8432457,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62311,1398783141.8802488,[{'idp':  266 ,  'x':  7.92 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62312,1398783141.9202993,[{'idp':  266 ,  'x':  7.91 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.92 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62313,1398783141.9203267,[{'idp':  266 ,  'x':  7.94 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.94 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1}]
62314,1398783141.9602294,[{'idp':  266 ,  'x':  7.95 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.95 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1}]
62315,1398783141.9682248,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.96 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1}]
62316,1398783142.0082948,[{'idp':  266 ,  'x':  7.97 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1}]
62317,1398783142.0482934,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62318,1398783142.0483294,[{'idp':  266 ,  'x':  8.03 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62319,1398783142.0883055,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62320,1398783142.093396,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1}]
62321,1398783142.132189,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
62322,1398783142.172242,[{'idp':  266 ,  'x':  8.05 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.99 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  279 ,  'x':  7.69 ,  'y':  2.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  280 ,  'x':  6.98 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1}]
67178,1398783263.608244,[]
67179,1398783263.6482635,[]
67180,1398783263.6579788,[]
67181,1398783263.6963046,[]
67182,1398783263.736236,[]
67183,1398783263.7362695,[]
67184,1398783263.7762783,[]
67185,1398783263.7818031,[]
67186,1398783263.8202417,[]
67187,1398783263.8602958,[]
67188,1398783263.8603256,[]
67189,1398783263.900288,[]
67190,1398783263.9069808,[]
67191,1398783263.94428,[]
67192,1398783263.9842055,[]
67193,1398783263.9842377,[]
67194,1398783264.02423,[]
67195,1398783264.0325072,[]
67196,1398783264.0722187,[]
67197,1398783264.1122663,[]
67198,1398783264.1122952,[]
67199,1398783264.1522543,[]
67200,1398783264.157776,[]
67201,1398783264.1963167,[]
67202,1398783264.2362468,[]
67203,1398783264.2362797,[]
67204,1398783264.276318,[]
67205,1398783264.2830896,[]
67206,1398783264.320191,[]
67207,1398783264.3602893,[]
67208,1398783264.3603182,[]
67209,1398783264.4002428,[]
67210,1398783264.408551,[]
67211,1398783264.4482396,[]
67212,1398783264.488239,[]
67213,1398783264.48829,[]
67214,1398783264.5282643,[]
67215,1398783264.5332577,[]
67216,1398783264.57225,[]
67217,1398783264.6122289,[]
67218,1398783264.612258,[]
67219,1398783264.6522965,[]
67220,1398783264.658851,[]
67221,1398783264.6962497,[]
67222,1398783264.7362638,[]
67223,1398783264.7362916,[]
67224,1398783264.7762895,[]
67225,1398783264.7836006,[]
67226,1398783264.8202367,[]
67227,1398783264.8602936,[]
67228,1398783264.8603122,[]
67229,1398783264.9002407,[]
67230,1398783264.9087486,[]
67231,1398783264.9482653,[]
67232,1398783264.98822,[]
67233,1398783264.9882498,[]
67234,1398783265.028233,[]
67235,1398783265.0337884,[]
67236,1398783265.0722833,[]
67237,1398783265.1122537,[]
67238,1398783265.112283,[]
67239,1398783265.1522489,[]
67240,1398783265.1583354,[]
67241,1398783265.1962824,[]
67242,1398783265.2362547,[]
67243,1398783265.2362852,[]
67244,1398783265.2762191,[]
67245,1398783265.2839818,[]
67246,1398783265.3202477,[]
67247,1398783265.3602302,[]
67248,1398783265.36026,[]
67249,1398783265.400209,[]
67250,1398783265.408745,[]
67251,1398783265.4482305,[]
67252,1398783265.4882443,[]
67253,1398783265.4882736,[]
67254,1398783265.5283592,[]
67255,1398783265.5334396,[]
67256,1398783265.5722406,[]
67257,1398783265.6122074,[]
67258,1398783265.612241,[]
67259,1398783265.6522164,[]
67260,1398783265.658239,[]
67261,1398783265.696306,[]
67262,1398783265.7362785,[]
67263,1398783265.7362962,[]
67264,1398783265.7762759,[]
67265,1398783265.7831187,[]
67266,1398783265.8202553,[]
67267,1398783265.86027,[]
67268,1398783265.8602965,[]
67269,1398783265.9002397,[]
67270,1398783265.9076285,[]
67271,1398783265.9442234,[]
67272,1398783265.984321,[]
67273,1398783265.9843528,[]
67274,1398783266.024255,[]
67275,1398783266.0320017,[]
67276,1398783266.0682209,[]
67277,1398783266.1082187,[]
67278,1398783266.1082487,[]
67279,1398783266.1482525,[]
67280,1398783266.1571002,[]
67281,1398783266.1963246,[]
67282,1398783266.2362306,[]
67283,1398783266.2362626,[]
67284,1398783266.2762477,[]
67285,1398783266.2816663,[]
67286,1398783266.3202057,[]
67287,1398783266.3602772,[]
67288,1398783266.3603103,[]
67289,1398783266.4002407,[]
67290,1398783266.40651,[]
67291,1398783266.4443767,[]
67292,1398783266.4842544,[]
67293,1398783266.4842827,[]
67294,1398783266.5249949,[]
67295,1398783266.531513,[]
67296,1398783266.56827,[]
67297,1398783266.6082366,[]
67298,1398783266.6082697,[]
67299,1398783266.6483262,[]
67300,1398783266.6565394,[]
67301,1398783266.696297,[]
67302,1398783266.736247,[]
67303,1398783266.7362792,[]
67304,1398783266.7762592,[]
67305,1398783266.7805455,[]
67306,1398783266.8201923,[]
67307,1398783266.860262,[]
67308,1398783266.8604136,[]
67309,1398783266.9002614,[]
67310,1398783266.9056015,[]
67311,1398783266.9443185,[]
67312,1398783266.9842463,[]
67313,1398783266.984277,[]
67314,1398783267.0243285,[]
67315,1398783267.0306232,[]
67316,1398783267.068264,[]
67317,1398783267.1082985,[]
67318,1398783267.108345,[]
67319,1398783267.148228,[]
67320,1398783267.1552198,[]
67321,1398783267.1922193,[]
67322,1398783267.232229,[]
67323,1398783267.2322621,[]
67324,1398783267.2722845,[]
67325,1398783267.2807355,[]
67326,1398783267.3201878,[]
67327,1398783267.3602433,[]
67328,1398783267.36027,[]
67329,1398783267.4003274,[]
67330,1398783267.405134,[]
67331,1398783267.4442482,[]
67332,1398783267.4842381,[]
67333,1398783267.4842687,[]
67334,1398783267.5242414,[]
67335,1398783267.5298364,[]
67336,1398783267.568242,[]
67337,1398783267.6082127,[]
67338,1398783267.608244,[]
67339,1398783267.6482418,[]
67340,1398783267.6553736,[]
67341,1398783267.6922317,[]
67342,1398783267.732251,[]
67343,1398783267.732285,[]
67344,1398783267.7722714,[]
67345,1398783267.7804978,[]
67346,1398783267.8202362,[]
67347,1398783267.860271,[]
67348,1398783267.8602993,[]
67349,1398783267.900296,[]
67350,1398783267.905843,[]
67351,1398783267.9442205,[]
67352,1398783267.984259,[]
67353,1398783267.9842916,[]
67354,1398783268.0242932,[]
67355,1398783268.0300982,[]
67356,1398783268.0683534,[]
67357,1398783268.1082907,[]
67358,1398783268.108321,[]
67359,1398783268.1483033,[]
67360,1398783268.155456,[]
67361,1398783268.1922772,[]
67362,1398783268.232183,[]
67363,1398783268.2322218,[]
67364,1398783268.2723176,[]
67365,1398783268.280571,[]
67366,1398783268.320235,[]
67367,1398783268.360273,[]
67368,1398783268.360303,[]
67369,1398783268.4002883,[]
67370,1398783268.4046865,[]
67371,1398783268.4442708,[]
67372,1398783268.484267,[]
67373,1398783268.4842966,[]
67374,1398783268.524387,[]
67375,1398783268.5299,[]
67376,1398783268.5682259,[]
67377,1398783268.6081982,[]
67378,1398783268.6082227,[]
67379,1398783268.64838,[]
67380,1398783268.654977,[]
67381,1398783268.6922584,[]
67382,1398783268.7322288,[]
67383,1398783268.732259,[]
67384,1398783268.7723212,[]
67385,1398783268.7801049,[]
67386,1398783268.816246,[]
67387,1398783268.856289,[]
67388,1398783268.8563173,[]
67389,1398783268.8962793,[]
67390,1398783268.9047453,[]
67391,1398783268.9442244,[]
67392,1398783268.984243,[]
67393,1398783268.98427,[]
67394,1398783269.0242994,[]
67395,1398783269.0296788,[]
67396,1398783269.0682235,[]
67397,1398783269.1082249,[]
67398,1398783269.1082592,[]
67399,1398783269.1482596,[]
67400,1398783269.1549368,[]
67401,1398783269.192211,[]
67402,1398783269.2321768,[]
67403,1398783269.232203,[]
67404,1398783269.272324,[]
67405,1398783269.288442,[]
67406,1398783269.3281803,[]
67407,1398783269.3682795,[]
67408,1398783269.3683074,[]
67409,1398783269.4081862,[]
67410,1398783269.4082127,[]
67411,1398783269.4482694,[]
67412,1398783269.455483,[]
67413,1398783269.4962528,[]
67414,1398783269.5363622,[]
67415,1398783269.5363996,[]
67416,1398783269.5762787,[]
67417,1398783269.5794418,[]
67418,1398783269.6162424,[]
67419,1398783269.6562188,[]
67420,1398783269.6562555,[]
67421,1398783269.6963058,[]
67422,1398783269.7046916,[]
67423,1398783269.744295,[]
67424,1398783269.7842236,[]
67425,1398783269.7842557,[]
67426,1398783269.824286,[]
67427,1398783269.829479,[]
67428,1398783269.8682885,[]
67429,1398783269.908219,[]
67430,1398783269.9082458,[]
67431,1398783269.9482415,[]
67432,1398783269.9539557,[]
67433,1398783269.9922888,[]
67434,1398783270.0322988,[]
67435,1398783270.0323334,[]
67436,1398783270.0722516,[]
67437,1398783270.0794687,[]
67438,1398783270.1162505,[]
67439,1398783270.1562567,[]
67440,1398783270.1562846,[]
67441,1398783270.2002752,[]
67442,1398783270.20374,[]
67443,1398783270.2402134,[]
67444,1398783270.2802505,[]
67445,1398783270.2802804,[]
67446,1398783270.3202178,[]
67447,1398783270.3300428,[]
67448,1398783270.3683197,[]
67449,1398783270.4082503,[]
67450,1398783270.4082687,[]
67451,1398783270.4483292,[]
67452,1398783270.454102,[]
67453,1398783270.4922438,[]
67454,1398783270.5322878,[]
67455,1398783270.5323207,[]
67456,1398783270.5722754,[]
67457,1398783270.5804832,[]
67458,1398783270.6202154,[]
67459,1398783270.6602256,[]
67460,1398783270.6602478,[]
67461,1398783270.7002456,[]
67462,1398783270.705614,[]
67463,1398783270.7442005,[]
67464,1398783270.7842658,[]
67465,1398783270.7842948,[]
67466,1398783270.8242564,[]
67467,1398783270.829477,[]
67468,1398783270.8683858,[]
67469,1398783270.9082184,[]
67470,1398783270.9082408,[]
67471,1398783270.948245,[]
67472,1398783270.9538977,[]
67473,1398783270.992191,[]
67474,1398783271.0323246,[]
67475,1398783271.0323513,[]
67476,1398783271.0722911,[]
67477,1398783271.078849,[]
67478,1398783271.1162035,[]
67479,1398783271.1562579,[]
67480,1398783271.156292,[]
67481,1398783271.1962512,[]
67482,1398783271.2044775,[]
67483,1398783271.2442415,[]
67484,1398783271.2842395,[]
67485,1398783271.2842567,[]
67486,1398783271.324236,[]
67487,1398783271.3289125,[]
67488,1398783271.3682761,[]
67489,1398783271.408267,[]
67490,1398783271.408296,[]
67491,1398783271.4482522,[]
67492,1398783271.4543672,[]
67493,1398783271.492284,[]
67494,1398783271.5322502,[]
67495,1398783271.5322824,[]
67496,1398783271.5721836,[]
67497,1398783271.5797226,[]
67498,1398783271.6162572,[]
67499,1398783271.6562357,[]
67500,1398783271.6562657,[]
67501,1398783271.6962388,[]
67502,1398783271.7044728,[]
67503,1398783271.7442732,[]
67504,1398783271.7842326,[]
67505,1398783271.7842658,[]
67506,1398783271.8242412,[]
67507,1398783271.8285723,[]
67508,1398783271.8682663,[]
67509,1398783271.9082475,[]
67510,1398783271.908278,[]
67511,1398783271.948263,[]
67512,1398783271.9533124,[]
67513,1398783271.9922163,[]
67514,1398783272.0322325,[]
67515,1398783272.0322633,[]
67516,1398783272.0723212,[]
67517,1398783272.079469,[{'idp':  293 ,  'x':  0.85 ,  'y':  1.13 ,  'r':  0.4 ,  'type':  1}]
67518,1398783272.1162798,[{'idp':  293 ,  'x':  0.81 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1}]
67519,1398783272.1562784,[{'idp':  293 ,  'x':  0.82 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1}]
67520,1398783272.1563072,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1}]
67521,1398783272.1963506,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1}]
67522,1398783272.204616,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1}]
67523,1398783272.244249,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1}]
67524,1398783272.2842984,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1}]
67525,1398783272.2843504,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.25 ,  'r':  0.4 ,  'type':  1}]
67526,1398783272.3242412,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1}]
67527,1398783272.3287387,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1}]
67528,1398783272.3682578,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1}]
67529,1398783272.408242,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1}]
67530,1398783272.4082606,[{'idp':  293 ,  'x':  0.82 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1}]
67531,1398783272.448337,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1}]
67532,1398783272.4533665,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1}]
67533,1398783272.4922109,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.3 ,  'r':  0.4 ,  'type':  1}]
67534,1398783272.5322168,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1}]
67535,1398783272.5322576,[{'idp':  293 ,  'x':  0.83 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1}]
67536,1398783272.572293,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1}]
67537,1398783272.5788474,[{'idp':  293 ,  'x':  0.84 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1}]
67538,1398783272.616237,[{'idp':  293 ,  'x':  0.85 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1}]
67539,1398783272.6562626,[{'idp':  293 ,  'x':  0.86 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1}]
67540,1398783272.6562932,[{'idp':  293 ,  'x':  0.86 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1}]
67541,1398783272.696263,[{'idp':  293 ,  'x':  0.86 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1}]
67542,1398783272.7044835,[{'idp':  293 ,  'x':  0.86 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1}]
67543,1398783272.7442348,[{'idp':  293 ,  'x':  0.87 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1}]
67544,1398783272.7842155,[{'idp':  293 ,  'x':  0.87 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1}]
67545,1398783272.784244,[{'idp':  293 ,  'x':  0.87 ,  'y':  1.46 ,  'r':  0.4 ,  'type':  1}]
67546,1398783272.8242328,[{'idp':  293 ,  'x':  0.88 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1}]
67547,1398783272.8281164,[{'idp':  293 ,  'x':  0.89 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1}]
67548,1398783272.864254,[{'idp':  293 ,  'x':  0.9 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1}]
67549,1398783272.904222,[{'idp':  293 ,  'x':  0.9 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1}]
67550,1398783272.9042504,[{'idp':  293 ,  'x':  0.9 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1}]
67551,1398783272.9442844,[{'idp':  293 ,  'x':  0.91 ,  'y':  1.59 ,  'r':  0.4 ,  'type':  1}]
67552,1398783272.953715,[{'idp':  293 ,  'x':  0.91 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1}]
67553,1398783272.9922707,[{'idp':  293 ,  'x':  0.92 ,  'y':  1.61 ,  'r':  0.4 ,  'type':  1}]
67554,1398783273.0322828,[{'idp':  293 ,  'x':  0.92 ,  'y':  1.63 ,  'r':  0.4 ,  'type':  1}]
67555,1398783273.032313,[{'idp':  293 ,  'x':  0.93 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1}]
67556,1398783273.0722458,[{'idp':  293 ,  'x':  0.93 ,  'y':  1.65 ,  'r':  0.4 ,  'type':  1}]
67557,1398783273.0778942,[{'idp':  293 ,  'x':  0.93 ,  'y':  1.67 ,  'r':  0.4 ,  'type':  1}]
67558,1398783273.1162217,[{'idp':  293 ,  'x':  0.94 ,  'y':  1.68 ,  'r':  0.4 ,  'type':  1}]
67559,1398783273.1562479,[{'idp':  293 ,  'x':  0.94 ,  'y':  1.67 ,  'r':  0.4 ,  'type':  1}]
67560,1398783273.156281,[{'idp':  293 ,  'x':  0.94 ,  'y':  1.68 ,  'r':  0.4 ,  'type':  1}]
67561,1398783273.1962507,[{'idp':  293 ,  'x':  0.94 ,  'y':  1.72 ,  'r':  0.4 ,  'type':  1}]
67562,1398783273.2048197,[{'idp':  293 ,  'x':  0.95 ,  'y':  1.69 ,  'r':  0.4 ,  'type':  1}]
67563,1398783273.2443206,[{'idp':  293 ,  'x':  0.95 ,  'y':  1.71 ,  'r':  0.4 ,  'type':  1}]
67564,1398783273.284181,[{'idp':  293 ,  'x':  0.95 ,  'y':  1.72 ,  'r':  0.4 ,  'type':  1}]
67565,1398783273.2842047,[{'idp':  293 ,  'x':  0.95 ,  'y':  1.74 ,  'r':  0.4 ,  'type':  1}]
67566,1398783273.324287,[{'idp':  293 ,  'x':  0.95 ,  'y':  1.75 ,  'r':  0.4 ,  'type':  1}]
67567,1398783273.3291125,[{'idp':  293 ,  'x':  0.96 ,  'y':  1.76 ,  'r':  0.4 ,  'type':  1}]
67568,1398783273.3682885,[{'idp':  293 ,  'x':  0.96 ,  'y':  1.77 ,  'r':  0.4 ,  'type':  1}]
67569,1398783273.4082706,[{'idp':  293 ,  'x':  0.96 ,  'y':  1.78 ,  'r':  0.4 ,  'type':  1}]
67570,1398783273.408303,[{'idp':  293 ,  'x':  0.97 ,  'y':  1.79 ,  'r':  0.4 ,  'type':  1}]
67571,1398783273.4483078,[{'idp':  293 ,  'x':  0.97 ,  'y':  1.83 ,  'r':  0.4 ,  'type':  1}]
67572,1398783273.452812,[{'idp':  293 ,  'x':  0.98 ,  'y':  1.85 ,  'r':  0.4 ,  'type':  1}]
67573,1398783273.492228,[{'idp':  293 ,  'x':  0.98 ,  'y':  1.88 ,  'r':  0.4 ,  'type':  1}]
67574,1398783273.5323303,[{'idp':  293 ,  'x':  1.0 ,  'y':  1.92 ,  'r':  0.4 ,  'type':  1}]
67575,1398783273.5323606,[{'idp':  293 ,  'x':  1.01 ,  'y':  1.95 ,  'r':  0.4 ,  'type':  1}]
67576,1398783273.5723171,[{'idp':  293 ,  'x':  1.03 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
67577,1398783273.578634,[{'idp':  293 ,  'x':  1.03 ,  'y':  1.99 ,  'r':  0.4 ,  'type':  1}]
67578,1398783273.6162126,[{'idp':  293 ,  'x':  1.04 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1}]
67579,1398783273.6562808,[{'idp':  293 ,  'x':  1.03 ,  'y':  2.03 ,  'r':  0.4 ,  'type':  1}]
67580,1398783273.65631,[{'idp':  293 ,  'x':  1.03 ,  'y':  2.05 ,  'r':  0.4 ,  'type':  1}]
67581,1398783273.6962345,[{'idp':  293 ,  'x':  1.02 ,  'y':  2.05 ,  'r':  0.4 ,  'type':  1}]
67582,1398783273.7034712,[{'idp':  293 ,  'x':  1.01 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1}]
67583,1398783273.7402415,[{'idp':  293 ,  'x':  1.0 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1}]
67584,1398783273.780234,[{'idp':  293 ,  'x':  0.99 ,  'y':  2.0 ,  'r':  0.4 ,  'type':  1}]
67585,1398783273.780264,[{'idp':  293 ,  'x':  0.99 ,  'y':  2.0 ,  'r':  0.4 ,  'type':  1}]
67586,1398783273.8202498,[{'idp':  293 ,  'x':  0.99 ,  'y':  2.0 ,  'r':  0.4 ,  'type':  1}]
67587,1398783273.8284826,[{'idp':  293 ,  'x':  0.99 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1}]
67588,1398783273.8683045,[{'idp':  293 ,  'x':  1.0 ,  'y':  2.02 ,  'r':  0.4 ,  'type':  1}]
67589,1398783273.9082725,[{'idp':  293 ,  'x':  1.0 ,  'y':  2.04 ,  'r':  0.4 ,  'type':  1}]
67590,1398783273.9083025,[{'idp':  293 ,  'x':  1.01 ,  'y':  2.07 ,  'r':  0.4 ,  'type':  1}]
67591,1398783273.9482596,[{'idp':  293 ,  'x':  1.02 ,  'y':  2.11 ,  'r':  0.4 ,  'type':  1}]
67592,1398783273.9527326,[{'idp':  293 ,  'x':  1.02 ,  'y':  2.13 ,  'r':  0.4 ,  'type':  1}]
67593,1398783273.9922304,[{'idp':  293 ,  'x':  1.05 ,  'y':  2.2 ,  'r':  0.4 ,  'type':  1}]
67594,1398783274.032184,[{'idp':  293 ,  'x':  1.1 ,  'y':  2.27 ,  'r':  0.4 ,  'type':  1}]
67595,1398783274.0322108,[{'idp':  293 ,  'x':  1.11 ,  'y':  2.28 ,  'r':  0.4 ,  'type':  1}]
67596,1398783274.0722938,[{'idp':  293 ,  'x':  1.13 ,  'y':  2.31 ,  'r':  0.4 ,  'type':  1}]
67597,1398783274.0784924,[{'idp':  293 ,  'x':  1.14 ,  'y':  2.33 ,  'r':  0.4 ,  'type':  1}]
67598,1398783274.116223,[{'idp':  293 ,  'x':  1.16 ,  'y':  2.37 ,  'r':  0.4 ,  'type':  1}]
67599,1398783274.1562915,[{'idp':  293 ,  'x':  1.18 ,  'y':  2.41 ,  'r':  0.4 ,  'type':  1}]
67600,1398783274.156321,[{'idp':  293 ,  'x':  1.18 ,  'y':  2.45 ,  'r':  0.4 ,  'type':  1}]
67601,1398783274.1963732,[{'idp':  293 ,  'x':  1.2 ,  'y':  2.48 ,  'r':  0.4 ,  'type':  1}]
67602,1398783274.2036426,[{'idp':  293 ,  'x':  1.21 ,  'y':  2.51 ,  'r':  0.4 ,  'type':  1}]
67603,1398783274.2402425,[{'idp':  293 ,  'x':  1.23 ,  'y':  2.53 ,  'r':  0.4 ,  'type':  1}]
67604,1398783274.2802525,[{'idp':  293 ,  'x':  1.23 ,  'y':  2.56 ,  'r':  0.4 ,  'type':  1}]
67605,1398783274.280293,[{'idp':  293 ,  'x':  1.24 ,  'y':  2.57 ,  'r':  0.4 ,  'type':  1}]
67606,1398783274.3202229,[{'idp':  293 ,  'x':  1.25 ,  'y':  2.6 ,  'r':  0.4 ,  'type':  1}]
67607,1398783274.3275921,[{'idp':  293 ,  'x':  1.26 ,  'y':  2.63 ,  'r':  0.4 ,  'type':  1}]
67608,1398783274.3642077,[{'idp':  293 ,  'x':  1.27 ,  'y':  2.62 ,  'r':  0.4 ,  'type':  1}]
67609,1398783274.404271,[{'idp':  293 ,  'x':  1.28 ,  'y':  2.64 ,  'r':  0.4 ,  'type':  1}]
67610,1398783274.4042938,[{'idp':  293 ,  'x':  1.29 ,  'y':  2.64 ,  'r':  0.4 ,  'type':  1}]
67611,1398783274.4442608,[{'idp':  293 ,  'x':  1.3 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1}]
67612,1398783274.4528532,[{'idp':  293 ,  'x':  1.29 ,  'y':  2.68 ,  'r':  0.4 ,  'type':  1}]
67613,1398783274.492221,[{'idp':  293 ,  'x':  1.28 ,  'y':  2.7 ,  'r':  0.4 ,  'type':  1}]
67614,1398783274.5322247,[{'idp':  293 ,  'x':  1.27 ,  'y':  2.71 ,  'r':  0.4 ,  'type':  1}]
67615,1398783274.5322592,[{'idp':  293 ,  'x':  1.27 ,  'y':  2.72 ,  'r':  0.4 ,  'type':  1}]
