id,timestamp,circles
30001,1398847436.211884,[{'idp':  1 ,  'x':  0.44 ,  'y':  0.98 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  2.32 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  1.23 ,  'y':  -2.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  2.19 ,  'y':  -2.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.15 ,  'y':  -2.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.9 ,  'y':  -4.53 ,  'r':  0.4 ,  'type':  1}]
32041,1398847487.1398878,[{'idp':  34 ,  'x':  6.01 ,  'y':  4.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.62 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.41 ,  'y':  0.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.1 ,  'y':  0.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.83 ,  'y':  -3.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.08 ,  'y':  3.81 ,  'r':  0.4 ,  'type':  1}]
32042,1398847487.1798348,[{'idp':  34 ,  'x':  6.0 ,  'y':  4.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.63 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.39 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.08 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.84 ,  'y':  -3.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.05 ,  'y':  3.83 ,  'r':  0.4 ,  'type':  1}]
32043,1398847487.1798673,[{'idp':  34 ,  'x':  5.92 ,  'y':  4.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.63 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.37 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.08 ,  'y':  0.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.85 ,  'y':  -3.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.02 ,  'y':  3.86 ,  'r':  0.4 ,  'type':  1}]
32044,1398847487.2199094,[{'idp':  34 ,  'x':  6.01 ,  'y':  4.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.64 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.35 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.03 ,  'y':  0.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.86 ,  'y':  -3.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.01 ,  'y':  3.87 ,  'r':  0.4 ,  'type':  1}]
32045,1398847487.2270439,[{'idp':  34 ,  'x':  6.11 ,  'y':  4.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.63 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.35 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.04 ,  'y':  0.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.85 ,  'y':  -3.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  0.94 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32046,1398847487.2639093,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.61 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.34 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.03 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.84 ,  'y':  -3.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  0.98 ,  'y':  3.87 ,  'r':  0.4 ,  'type':  1}]
32047,1398847487.30387,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.6 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.32 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.03 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.83 ,  'y':  -3.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  0.99 ,  'y':  3.86 ,  'r':  0.4 ,  'type':  1}]
32048,1398847487.3039196,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.59 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.31 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.02 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.82 ,  'y':  -3.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.06 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32049,1398847487.3439088,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.59 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.3 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  5.01 ,  'y':  0.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.81 ,  'y':  -3.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.09 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32050,1398847487.3520684,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.59 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.28 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.99 ,  'y':  0.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.82 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.11 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32051,1398847487.3919072,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.58 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.26 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.98 ,  'y':  0.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.81 ,  'y':  -3.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.12 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32052,1398847487.4318705,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.56 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.25 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.97 ,  'y':  0.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.8 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.14 ,  'y':  3.83 ,  'r':  0.4 ,  'type':  1}]
32053,1398847487.4319026,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.55 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.24 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.95 ,  'y':  0.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.79 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.16 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32054,1398847487.471826,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.55 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.23 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.94 ,  'y':  0.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.78 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.17 ,  'y':  3.87 ,  'r':  0.4 ,  'type':  1}]
32055,1398847487.4767497,[{'idp':  34 ,  'x':  6.16 ,  'y':  4.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  36 ,  'x':  0.54 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.21 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.93 ,  'y':  0.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.78 ,  'y':  -3.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.19 ,  'y':  3.9 ,  'r':  0.4 ,  'type':  1}]
32056,1398847487.5159485,[{'idp':  36 ,  'x':  0.53 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.2 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.91 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.77 ,  'y':  -3.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.22 ,  'y':  3.91 ,  'r':  0.4 ,  'type':  1}]
32057,1398847487.5558376,[{'idp':  36 ,  'x':  0.52 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.19 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.91 ,  'y':  0.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.76 ,  'y':  -3.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.25 ,  'y':  3.89 ,  'r':  0.4 ,  'type':  1}]
32058,1398847487.5558732,[{'idp':  36 ,  'x':  0.51 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.17 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.9 ,  'y':  0.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.75 ,  'y':  -3.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.24 ,  'y':  3.89 ,  'r':  0.4 ,  'type':  1}]
32059,1398847487.5959325,[{'idp':  36 ,  'x':  0.5 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.16 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.87 ,  'y':  0.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.74 ,  'y':  -3.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.22 ,  'y':  3.89 ,  'r':  0.4 ,  'type':  1}]
32060,1398847487.6017735,[{'idp':  36 ,  'x':  0.49 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.15 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.87 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.73 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.26 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32061,1398847487.6399176,[{'idp':  36 ,  'x':  0.48 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.13 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.85 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.73 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.29 ,  'y':  3.9 ,  'r':  0.4 ,  'type':  1}]
32062,1398847487.6798499,[{'idp':  36 ,  'x':  0.47 ,  'y':  -2.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.12 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.84 ,  'y':  0.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.72 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.29 ,  'y':  3.91 ,  'r':  0.4 ,  'type':  1}]
32063,1398847487.6798794,[{'idp':  36 ,  'x':  0.46 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.12 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.83 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.7 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.28 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32064,1398847487.7199264,[{'idp':  36 ,  'x':  0.44 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.11 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.82 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.69 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.29 ,  'y':  3.87 ,  'r':  0.4 ,  'type':  1}]
32065,1398847487.7272193,[{'idp':  36 ,  'x':  0.44 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.09 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.81 ,  'y':  0.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.69 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.3 ,  'y':  3.88 ,  'r':  0.4 ,  'type':  1}]
32066,1398847487.7639375,[{'idp':  36 ,  'x':  0.43 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.08 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.79 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.67 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.24 ,  'y':  3.86 ,  'r':  0.4 ,  'type':  1}]
32067,1398847487.803858,[{'idp':  36 ,  'x':  0.42 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.07 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.78 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.67 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.24 ,  'y':  3.85 ,  'r':  0.4 ,  'type':  1}]
32068,1398847487.8038857,[{'idp':  36 ,  'x':  0.41 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.05 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.77 ,  'y':  0.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.66 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.24 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32069,1398847487.8438416,[{'idp':  36 ,  'x':  0.4 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.05 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.76 ,  'y':  0.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.65 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.27 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32070,1398847487.8523521,[{'idp':  36 ,  'x':  0.39 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.03 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.75 ,  'y':  0.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.63 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.26 ,  'y':  3.83 ,  'r':  0.4 ,  'type':  1}]
32071,1398847487.891951,[{'idp':  36 ,  'x':  0.38 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.02 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.74 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.62 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.29 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32072,1398847487.9358528,[{'idp':  36 ,  'x':  0.37 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.0 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.73 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.61 ,  'y':  -3.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.28 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32073,1398847487.935881,[{'idp':  36 ,  'x':  0.36 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  1.0 ,  'y':  0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.71 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.6 ,  'y':  -3.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.28 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32074,1398847487.9758587,[{'idp':  36 ,  'x':  0.35 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.98 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.7 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.59 ,  'y':  -3.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.31 ,  'y':  3.84 ,  'r':  0.4 ,  'type':  1}]
32075,1398847487.9775813,[{'idp':  36 ,  'x':  0.34 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.97 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.69 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.58 ,  'y':  -3.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.35 ,  'y':  3.86 ,  'r':  0.4 ,  'type':  1}]
32076,1398847488.015947,[{'idp':  36 ,  'x':  0.33 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.95 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.67 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.57 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.35 ,  'y':  3.83 ,  'r':  0.4 ,  'type':  1}]
32077,1398847488.0559125,[{'idp':  36 ,  'x':  0.32 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.94 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.66 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.56 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.38 ,  'y':  3.82 ,  'r':  0.4 ,  'type':  1}]
32078,1398847488.055941,[{'idp':  36 ,  'x':  0.31 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.92 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.65 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.55 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.41 ,  'y':  3.77 ,  'r':  0.4 ,  'type':  1}]
32079,1398847488.0959167,[{'idp':  36 ,  'x':  0.3 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.91 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.64 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.54 ,  'y':  -3.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.48 ,  'y':  3.81 ,  'r':  0.4 ,  'type':  1}]
32080,1398847488.1025007,[{'idp':  36 ,  'x':  0.28 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.9 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.64 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.53 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.47 ,  'y':  3.82 ,  'r':  0.4 ,  'type':  1}]
32081,1398847488.139894,[{'idp':  36 ,  'x':  0.28 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.89 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.63 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.52 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.51 ,  'y':  3.87 ,  'r':  0.4 ,  'type':  1}]
32082,1398847488.1798694,[{'idp':  36 ,  'x':  0.27 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.87 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.6 ,  'y':  0.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.51 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.51 ,  'y':  3.85 ,  'r':  0.4 ,  'type':  1}]
32083,1398847488.2198763,[{'idp':  36 ,  'x':  0.26 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.87 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.59 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.5 ,  'y':  -3.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.54 ,  'y':  3.81 ,  'r':  0.4 ,  'type':  1}]
32084,1398847488.2199054,[{'idp':  36 ,  'x':  0.24 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.85 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.59 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.49 ,  'y':  -3.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.56 ,  'y':  3.8 ,  'r':  0.4 ,  'type':  1}]
32085,1398847488.2598367,[{'idp':  36 ,  'x':  0.24 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.84 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.58 ,  'y':  0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.48 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.57 ,  'y':  3.8 ,  'r':  0.4 ,  'type':  1}]
32086,1398847488.2598617,[{'idp':  36 ,  'x':  0.23 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  41 ,  'x':  0.83 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  44 ,  'x':  4.56 ,  'y':  0.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  45 ,  'x':  3.47 ,  'y':  -3.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  46 ,  'x':  1.57 ,  'y':  3.81 ,  'r':  0.4 ,  'type':  1}]
