id,timestamp,circles
26201,1398855274.5657456,[{'idp': 1, 'x': 4.25, 'y': 0.8749999999999991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.416666666666666, 'y': 1.6666666666666674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 9.25, 'y': 0.541666666666667, 'r': 0.3999999999999999, 'type': 1}]
26826,1398855290.2018683,[{'idp': 15, 'x': 1.1663730459820898, 'y': -1.3586512542385853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.904501719258222, 'y': 4.974686869325813, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7690624563520547, 'y': 2.0057218324390758, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.719294445662331, 'y': 1.382635775147889, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.329769218893852, 'y': 0.7216802268033717, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.429465977499283, 'y': 0.26080907391345276, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.333405134906481, 'y': -1.4306015921175852, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.010921529205039, 'y': -1.6500160985514323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.086969609660321, 'y': -1.4103437950891429, 'r': 0.3999999999999999, 'type': 1}]
26827,1398855290.241789,[{'idp': 15, 'x': 1.1614791017479065, 'y': -1.3784115708505096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.890917550548474, 'y': 4.957626786666869, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.770166688325962, 'y': 2.016671426270036, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.7207343072554666, 'y': 1.3829357747414384, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.3225272708157716, 'y': 0.7281599409830419, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.431162084561748, 'y': 0.2608715386663163, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.317475792933177, 'y': -1.4478727920432632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.010738148876487, 'y': -1.6499382498728732, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.082208058432398, 'y': -1.396425892181773, 'r': 0.3999999999999999, 'type': 1}]
26828,1398855290.241821,[{'idp': 15, 'x': 1.155708721891402, 'y': -1.3980183806384994, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.8795296443434157, 'y': 4.94352881053673, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7777881008169945, 'y': 2.001008340364012, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.719853781049345, 'y': 1.4016259399466602, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.3175028440342746, 'y': 0.7270249619681879, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.404026283004548, 'y': 0.26950557567639644, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.3003327380967398, 'y': -1.4637584944418058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.006191855063024, 'y': -1.6481108418999502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.0822162935543265, 'y': -1.3847669288951958, 'r': 0.3999999999999999, 'type': 1}]
26829,1398855290.281787,[{'idp': 15, 'x': 1.1560778095631807, 'y': -1.4134363583606346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.857070383625212, 'y': 4.937801396523353, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7743652382688064, 'y': 1.9994553017729944, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.7115042277004817, 'y': 1.3985323768092872, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.3168523101783176, 'y': 0.7271020627267166, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.408486982076207, 'y': 0.26983726637096694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.284823173949475, 'y': -1.4799263617906833, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.015165399338992, 'y': -1.6520535461483843, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.089678958557286, 'y': -1.3987973382488639, 'r': 0.3999999999999999, 'type': 1}]
26830,1398855290.2897122,[{'idp': 15, 'x': 1.1562592922486514, 'y': -1.4332046561775191, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.854238725917085, 'y': 4.912222188078317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.764259948366402, 'y': 2.0132859244107792, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.705625208690828, 'y': 1.3866454939675044, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.317232400648744, 'y': 0.7273522549600364, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.400974491606117, 'y': 0.26940356796912646, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2550860382079874, 'y': -1.4869478634199917, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.0068273120205, 'y': -1.648407112323168, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.080334541224811, 'y': -1.3960112127981628, 'r': 0.3999999999999999, 'type': 1}]
26831,1398855290.3297768,[{'idp': 15, 'x': 1.1562487239155494, 'y': -1.4654925330560464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.8596980126808145, 'y': 4.897164484682244, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7593503021308616, 'y': 2.0107050729071574, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.7093782582496715, 'y': 1.378939259398535, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.314741653636759, 'y': 0.7181836902535865, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.410206284459686, 'y': 0.2596345909505793, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2373338717837643, 'y': -1.5243092912920375, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.007305022763119, 'y': -1.6488255259583062, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.056176103872161, 'y': -1.40165169957427, 'r': 0.3999999999999999, 'type': 1}]
26832,1398855290.3697433,[{'idp': 15, 'x': 1.14618384051415, 'y': -1.4823585667868666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.841654609785865, 'y': 4.874618535200829, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7635127125716816, 'y': 2.0125620653458687, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.687422478219855, 'y': 1.3800134487714533, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.3139204315208914, 'y': 0.7264692741422385, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.409565097957704, 'y': 0.25950796347731675, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.235263770361424, 'y': -1.5804904208329373, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.008447330121467, 'y': -1.648937878747747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.072858402990235, 'y': -1.3942865280213856, 'r': 0.3999999999999999, 'type': 1}]
26833,1398855290.369774,[{'idp': 15, 'x': 1.150407775787079, 'y': -1.5047105674972827, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.8119322473152994, 'y': 4.881044780508359, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.743978462232813, 'y': 1.9929924984184533, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.688397421751175, 'y': 1.3898666273497828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.302618718108694, 'y': 0.7314229704485609, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.405216426709966, 'y': 0.2592914038528882, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.249306045352528, 'y': -1.6330157414888657, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.994741267574873, 'y': -1.6433555683770162, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.069813433184301, 'y': -1.3934213269491458, 'r': 0.3999999999999999, 'type': 1}]
26834,1398855290.4097786,[{'idp': 15, 'x': 1.132519504764491, 'y': -1.5510377667144382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.8161211279667917, 'y': 4.864287815913448, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.740099829367849, 'y': 1.9911522961144068, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6929876494387415, 'y': 1.391102319244546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.301628440584461, 'y': 0.7311092786704143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.390536831701861, 'y': 0.2685383522071483, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2734730752336008, 'y': -1.6876713549941647, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9976812074326173, 'y': -1.6446210276277018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.050555771551267, 'y': -1.3880286333593406, 'r': 0.3999999999999999, 'type': 1}]
26835,1398855290.41486,[{'idp': 15, 'x': 1.1163944543822857, 'y': -1.579672408812326, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.781355310006571, 'y': 4.842167359334326, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.728345423208368, 'y': 1.9847201001610393, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.689336823729117, 'y': 1.3898277257087477, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.299536863530206, 'y': 0.7307989938723214, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.367255140809821, 'y': 0.2673478703170651, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2859933814681144, 'y': -1.7199934459528066, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 4.001174519248036, 'y': -1.646118064376012, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.060816213239097, 'y': -1.3909427732584978, 'r': 0.3999999999999999, 'type': 1}]
26836,1398855290.453755,[{'idp': 15, 'x': 1.105129140104819, 'y': -1.6190012797020648, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.784586341967655, 'y': 4.8245372325585345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7092501192950422, 'y': 1.9853913991750671, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6726973903140547, 'y': 1.3836005874034685, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2899053821667756, 'y': 0.7287554316374734, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.358021940785283, 'y': 0.2666819332032633, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.280776346489133, 'y': -1.7477715728941101, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9949364564515433, 'y': -1.6436706545873658, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.038913704209762, 'y': -1.3968858183882427, 'r': 0.3999999999999999, 'type': 1}]
26837,1398855290.4937289,[{'idp': 15, 'x': 1.0892400854783801, 'y': -1.6425256582378334, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7609959461292797, 'y': 4.816362372007184, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.7151837649994746, 'y': 1.9886266844848421, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6692513716851893, 'y': 1.3821813542501848, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2682201688362755, 'y': 0.7237734034430487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.365896540775836, 'y': 0.26717989154559474, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2908640327820073, 'y': -1.780408685143281, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.994826063371215, 'y': -1.6540685752217832, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.037710137151812, 'y': -1.39646395118607, 'r': 0.3999999999999999, 'type': 1}]
26838,1398855290.4937606,[{'idp': 15, 'x': 1.0756393304506995, 'y': -1.6701898655102776, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7534624075442324, 'y': 4.806769972856914, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6992735298843793, 'y': 2.010299761757006, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6543879276489633, 'y': 1.3858779432526935, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.265294920007986, 'y': 0.7226897732829207, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.354444167567728, 'y': 0.26650175092978845, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2868218560432196, 'y': -1.8095742741574883, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9753842222898306, 'y': -1.6458423362836772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.029971810257699, 'y': -1.3940927693869665, 'r': 0.3999999999999999, 'type': 1}]
26839,1398855290.5338516,[{'idp': 15, 'x': 1.0664867898255603, 'y': -1.7068892412308678, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.737078010389565, 'y': 4.807878647258244, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.691865581594098, 'y': 1.9862471161339235, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6462794521306208, 'y': 1.3923975300285707, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.260223261864945, 'y': 0.7131353751035019, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.343637004805682, 'y': 0.2656824911435396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2750435301402705, 'y': -1.8361919970896357, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9713779633796342, 'y': -1.6441907640724296, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.019427874826059, 'y': -1.403003532041729, 'r': 0.3999999999999999, 'type': 1}]
26840,1398855290.5411117,[{'idp': 15, 'x': 1.0512130610592174, 'y': -1.7313052387814143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7344035857659574, 'y': 4.782410280457297, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.684916766947288, 'y': 1.9826158891692747, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6400718738722038, 'y': 1.3898152385486795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2538684830998954, 'y': 0.7281626994378687, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.338854989317422, 'y': 0.2654781355256497, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.273420757903486, 'y': -1.857720389327856, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9449228802687064, 'y': -1.6334483739791272, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 5.018414228771206, 'y': -1.4026088540506798, 'r': 0.3999999999999999, 'type': 1}]
26841,1398855290.5777025,[{'idp': 15, 'x': 1.0395675724883113, 'y': -1.7625253302063082, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7054574747012547, 'y': 4.788762715760139, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.678494322514483, 'y': 1.9901144039576057, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6291527321439143, 'y': 1.3854073709895887, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.24998331283612, 'y': 0.7272207843567502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.330022297138716, 'y': 0.26507337944965403, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.253042444271467, 'y': -1.893993755935014, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9440505409238735, 'y': -1.633229769637986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.992914151686683, 'y': -1.4074747292282985, 'r': 0.3999999999999999, 'type': 1}]
26842,1398855290.6177754,[{'idp': 15, 'x': 1.0332406871875732, 'y': -1.795231865471273, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7085532636597285, 'y': 4.749314880996714, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.699558908955556, 'y': 2.000240502292183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.6182756613367517, 'y': 1.381302360688752, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2364654643014545, 'y': 0.7241016321655147, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.345299199808059, 'y': 0.2556352182870625, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2483887234486155, 'y': -1.9053573489422526, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9336485733624116, 'y': -1.6290192586704988, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.999096772555469, 'y': -1.4089921591213017, 'r': 0.3999999999999999, 'type': 1}]
26843,1398855290.6577792,[{'idp': 15, 'x': 1.0075437118968633, 'y': -1.8129552981540786, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.7023022152803398, 'y': 4.741512794806823, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6580677999452593, 'y': 2.0087853060473626, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.620022145828996, 'y': 1.3816872975741612, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.228396092192065, 'y': 0.7224910270233709, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.332672517776306, 'y': 0.254967169923368, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.251936510115702, 'y': -1.922523742088108, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9091658178488187, 'y': -1.629099352785408, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.994797934350315, 'y': -1.407826743873225, 'r': 0.3999999999999999, 'type': 1}]
26844,1398855290.6578147,[{'idp': 15, 'x': 0.9965033018480995, 'y': -1.8312369836131115, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.677321374100173, 'y': 4.751902200833769, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6576280554566454, 'y': 1.9882973905493229, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.616247996796167, 'y': 1.389774422326464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2240318850043947, 'y': 0.7217332253710196, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.326692594548565, 'y': 0.25444036384387303, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.235822681249684, 'y': -1.9411529477930367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.8882048323050444, 'y': -1.6006612716242674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.987855017571292, 'y': -1.4059860913927291, 'r': 0.3999999999999999, 'type': 1}]
26845,1398855290.6977153,[{'idp': 15, 'x': 0.9811399352657957, 'y': -1.83012073658816, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.675252679112704, 'y': 4.749116451824125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6475948431633087, 'y': 1.9831161017198151, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.610016017174744, 'y': 1.3872188540914743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2208993468612546, 'y': 0.7206075111332555, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.300046105703153, 'y': 0.2630566167234627, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2322122335376826, 'y': -1.9554090480244035, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.917421485501831, 'y': -1.612759668998076, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.98840852468212, 'y': -1.3941939636694, 'r': 0.3999999999999999, 'type': 1}]
26846,1398855290.6977484,[{'idp': 15, 'x': 0.9676084303107912, 'y': -1.844413256794336, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.660306411208736, 'y': 4.7299218439850055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6281566195679926, 'y': 1.9921848236947182, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.598318197119974, 'y': 1.3918078896360475, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.2081765997327483, 'y': 0.7252148964749905, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.287694686929882, 'y': 0.26238951628467344, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2328314695154994, 'y': -1.958894223438289, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9467682142152394, 'y': -1.6152440211294539, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.986300637227988, 'y': -1.3936875002028704, 'r': 0.3999999999999999, 'type': 1}]
26847,1398855290.7377014,[{'idp': 15, 'x': 0.9491743810801934, 'y': -1.8496505312898903, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.647956721928143, 'y': 4.735099556815121, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.630476577340147, 'y': 1.993463804795177, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5853802305962312, 'y': 1.3867153147369637, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.200681848539102, 'y': 0.7227950334687305, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.292674802955901, 'y': 0.262905513582814, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.229074895274954, 'y': -1.9694984126279513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9268420491843004, 'y': -1.607026536761944, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.97306419033624, 'y': -1.4018381361129895, 'r': 0.3999999999999999, 'type': 1}]
26848,1398855290.741707,[{'idp': 15, 'x': 0.9246455878583859, 'y': -1.8421404458837498, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.6511063631574348, 'y': 4.696707508909411, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.630483021426385, 'y': 1.9742080550919905, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5755184661122152, 'y': 1.3827290209479104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1893278953784, 'y': 0.7210531262722375, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.282646414845583, 'y': 0.262250980123262, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.207823854695252, 'y': -1.9938079072700743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9194262301921268, 'y': -1.5942701796043546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.968741142199029, 'y': -1.4123627859706922, 'r': 0.3999999999999999, 'type': 1}]
26849,1398855290.7817578,[{'idp': 15, 'x': 0.9144318005817431, 'y': -1.852761436712509, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.6416442425278395, 'y': 4.705760884349662, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.623191524921072, 'y': 1.9699823372680325, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.5806534215208274, 'y': 1.3848367438227016, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1833392299387353, 'y': 0.7191255630033866, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.268906507288815, 'y': 0.26108324895129265, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.209756009179622, 'y': -2.0050774100476976, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9471103506640026, 'y': -1.6158338238695502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.9470877413332826, 'y': -1.4056571352600367, 'r': 0.3999999999999999, 'type': 1}]
26850,1398855290.8217359,[{'idp': 15, 'x': 0.9096217064797751, 'y': -1.8635006453093828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.6160038836565955, 'y': 4.715502690417058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.6128736911168136, 'y': 1.9933592370601683, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.568005348395722, 'y': 1.3890979117554436, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.1832518377863472, 'y': 0.7189943166708956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.265330343436062, 'y': 0.260921590583163, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.212932632708775, 'y': -2.0208484933758575, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9432761483855527, 'y': -1.6146461965343761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.940123322838572, 'y': -1.4039487191959565, 'r': 0.3999999999999999, 'type': 1}]
26851,1398855290.8217645,[{'idp': 15, 'x': 0.8980065273128846, 'y': -1.8720517520014324, 'r': 0.3999999999999999, 'type': 1}, {'idp': 20, 'x': 3.6036724631553163, 'y': 4.698503378869763, 'r': 0.3999999999999999, 'type': 1}, {'idp': 22, 'x': 3.61160968106363, 'y': 1.9925883098523944, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 3.566134748362275, 'y': 1.3881486587538183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 3.181418962834295, 'y': 0.718365784808126, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.271629765866485, 'y': 0.2613853128732835, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 2.2040526945776606, 'y': -2.0266208239284467, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.9458793099079137, 'y': -1.6053144813124154, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.94244905726042, 'y': -1.4046001040167966, 'r': 0.3999999999999999, 'type': 1}]
