id,timestamp,circles
50000,1398777519.0635653,[{'idp':  1 ,  'x':  5.28 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  2 ,  'x':  4.36 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1}]
52758,1398777587.7236478,[]
52759,1398777587.7636564,[]
52760,1398777587.7684238,[]
52761,1398777587.8076098,[]
52762,1398777587.8475952,[]
52763,1398777587.8476248,[]
52764,1398777587.8876162,[]
52765,1398777587.8924642,[]
52766,1398777587.9316106,[]
52767,1398777587.9716654,[]
52768,1398777587.971696,[]
52769,1398777588.011557,[]
52770,1398777588.0170746,[]
52771,1398777588.0555668,[]
52772,1398777588.0955985,[]
52773,1398777588.0956273,[]
52774,1398777588.135591,[]
52775,1398777588.141722,[]
52776,1398777588.1795917,[]
52777,1398777588.2196417,[]
52778,1398777588.219675,[]
52779,1398777588.259587,[]
52780,1398777588.2662315,[]
52781,1398777588.3036034,[]
52782,1398777588.3436053,[]
52783,1398777588.3436375,[]
52784,1398777588.3836174,[]
52785,1398777588.3909512,[]
52786,1398777588.4276187,[]
52787,1398777588.4676275,[]
52788,1398777588.4676564,[]
52789,1398777588.5077116,[]
52790,1398777588.514929,[]
52791,1398777588.5517185,[]
52792,1398777588.591597,[]
52793,1398777588.5916262,[]
52794,1398777588.63167,[]
52795,1398777588.6415622,[]
52796,1398777588.679636,[]
52797,1398777588.7195895,[]
52798,1398777588.7196224,[]
52799,1398777588.7596092,[]
52800,1398777588.765089,[]
52801,1398777588.8035817,[]
52802,1398777588.843588,[]
52803,1398777588.8436093,[]
52804,1398777588.8836143,[]
52805,1398777588.889474,[]
52806,1398777588.927614,[]
52807,1398777588.9676046,[]
52808,1398777588.9676335,[]
52809,1398777589.007634,[]
52810,1398777589.0143514,[]
52811,1398777589.051614,[]
52812,1398777589.0917416,[]
52813,1398777589.0917761,[]
52814,1398777589.1316175,[]
52815,1398777589.139469,[]
52816,1398777589.1755502,[]
52817,1398777589.2155938,[]
52818,1398777589.2156267,[]
52819,1398777589.2556522,[]
52820,1398777589.2641046,[]
52821,1398777589.303652,[]
52822,1398777589.343702,[]
52823,1398777589.3437355,[]
52824,1398777589.3835533,[]
52825,1398777589.3885014,[]
52826,1398777589.427633,[]
52827,1398777589.4676232,[]
52828,1398777589.4676528,[]
52829,1398777589.5076263,[]
52830,1398777589.5135932,[]
52831,1398777589.5515757,[]
52832,1398777589.591645,[]
52833,1398777589.5916727,[]
52834,1398777589.6315956,[]
52835,1398777589.638121,[]
52836,1398777589.675639,[]
52837,1398777589.715602,[]
52838,1398777589.7156324,[]
52839,1398777589.7556503,[]
52840,1398777589.762732,[]
52841,1398777589.799567,[]
52842,1398777589.8396099,[]
52843,1398777589.839644,[]
52844,1398777589.8796113,[]
52845,1398777589.8876781,[]
52846,1398777589.9275985,[]
52847,1398777589.967686,[]
52848,1398777589.967724,[]
52849,1398777590.007553,[]
52850,1398777590.0120869,[]
52851,1398777590.0516338,[]
52852,1398777590.0916438,[]
52853,1398777590.0916748,[]
52854,1398777590.1316156,[]
52855,1398777590.1367044,[]
52856,1398777590.175623,[]
52857,1398777590.2155602,[]
52858,1398777590.21559,[]
52859,1398777590.2556148,[]
52860,1398777590.2615957,[]
52861,1398777590.2995884,[]
52862,1398777590.339554,[]
52863,1398777590.3395855,[]
52864,1398777590.3795595,[]
52865,1398777590.3859074,[]
52866,1398777590.4237792,[]
52867,1398777590.463607,[]
52868,1398777590.4636402,[]
52869,1398777590.5036416,[]
52870,1398777590.5104516,[]
52871,1398777590.5476015,[]
52872,1398777590.59156,[]
52873,1398777590.5915918,[]
52874,1398777590.6318216,[]
52875,1398777590.634582,[]
52876,1398777590.6715868,[]
52877,1398777590.7115612,[]
52878,1398777590.7115924,[]
52879,1398777590.7515695,[]
52880,1398777590.7587063,[]
52881,1398777590.7955942,[]
52882,1398777590.8356144,[]
52883,1398777590.8356502,[]
52884,1398777590.8757145,[]
52885,1398777590.88356,[]
52886,1398777590.9196117,[]
52887,1398777590.9595826,[]
52888,1398777590.9596097,[]
52889,1398777590.9995801,[]
52890,1398777591.008095,[]
52891,1398777591.047593,[]
52892,1398777591.087651,[]
52893,1398777591.0876863,[]
52894,1398777591.127648,[]
52895,1398777591.132236,[]
52896,1398777591.1715832,[]
52897,1398777591.2116222,[]
52898,1398777591.2116513,[]
52899,1398777591.251617,[]
52900,1398777591.2564511,[]
52901,1398777591.2956123,[]
52902,1398777591.3356347,[]
52903,1398777591.335668,[]
52904,1398777591.375678,[]
52905,1398777591.381984,[]
52906,1398777591.4195979,[]
52907,1398777591.4596586,[]
52908,1398777591.4597173,[]
52909,1398777591.4996016,[]
52910,1398777591.5030851,[]
52911,1398777591.5397115,[]
52912,1398777591.5795972,[]
52913,1398777591.5796266,[]
52914,1398777591.6195881,[]
52915,1398777591.6275191,[]
52916,1398777591.6636233,[]
52917,1398777591.7035463,[]
52918,1398777591.7035851,[]
52919,1398777591.7436306,[]
52920,1398777591.752783,[]
52921,1398777591.7916384,[]
52922,1398777591.8315704,[]
52923,1398777591.8316026,[]
52924,1398777591.8716168,[]
52925,1398777591.8770025,[]
52926,1398777591.9155817,[]
52927,1398777591.955627,[]
52928,1398777591.9556532,[]
52929,1398777591.995665,[]
52930,1398777592.0019047,[]
52931,1398777592.0395656,[]
52932,1398777592.079617,[]
52933,1398777592.0796468,[]
52934,1398777592.1195924,[]
52935,1398777592.126255,[]
52936,1398777592.1635597,[]
52937,1398777592.2036443,[]
52938,1398777592.2036724,[]
52939,1398777592.2436404,[]
52940,1398777592.2514722,[]
52941,1398777592.287595,[]
52942,1398777592.3275788,[]
52943,1398777592.3276062,[]
52944,1398777592.3676429,[]
52945,1398777592.3746605,[]
52946,1398777592.4116268,[]
52947,1398777592.451614,[]
52948,1398777592.4516437,[]
52949,1398777592.4915843,[]
52950,1398777592.5007446,[]
52951,1398777592.5396242,[]
52952,1398777592.5795977,[]
52953,1398777592.5796282,[]
52954,1398777592.619661,[]
52955,1398777592.6235962,[]
52956,1398777592.663609,[]
52957,1398777592.7036245,[]
52958,1398777592.703652,[]
52959,1398777592.7436168,[]
52960,1398777592.748801,[]
52961,1398777592.7875984,[]
52962,1398777592.8275595,[]
52963,1398777592.827588,[]
52964,1398777592.8677568,[]
52965,1398777592.8735018,[]
52966,1398777592.911615,[]
52967,1398777592.951571,[]
52968,1398777592.9516041,[]
52969,1398777592.9916115,[]
52970,1398777592.99873,[]
52971,1398777593.0356042,[]
52972,1398777593.0755396,[]
52973,1398777593.0755575,[]
52974,1398777593.115664,[]
52975,1398777593.1219833,[]
52976,1398777593.1596274,[]
52977,1398777593.1995838,[]
52978,1398777593.1996179,[]
52979,1398777593.2396448,[]
52980,1398777593.246359,[]
52981,1398777593.2835672,[]
52982,1398777593.3235283,[]
52983,1398777593.3235424,[]
52984,1398777593.3636472,[]
52985,1398777593.371561,[]
52986,1398777593.4116035,[]
52987,1398777593.4516168,[]
52988,1398777593.451646,[]
52989,1398777593.491681,[]
52990,1398777593.4949975,[]
52991,1398777593.5316737,[]
52992,1398777593.571558,[]
52993,1398777593.5715888,[]
52994,1398777593.6116126,[]
52995,1398777593.6199648,[]
52996,1398777593.659605,[]
52997,1398777593.6995466,[]
52998,1398777593.699569,[]
52999,1398777593.7396271,[]
53000,1398777593.7444215,[]
53001,1398777593.783624,[]
53002,1398777593.8235848,[]
53003,1398777593.8236148,[]
53004,1398777593.8636165,[]
53005,1398777593.8701093,[]
53006,1398777593.907625,[]
53007,1398777593.9475954,[]
53008,1398777593.9476142,[]
53009,1398777593.9876556,[]
53010,1398777593.9939835,[]
53011,1398777594.0316355,[]
53012,1398777594.0716264,[]
53013,1398777594.0716598,[]
53014,1398777594.111645,[]
53015,1398777594.1182437,[]
53016,1398777594.155604,[]
53017,1398777594.195663,[]
53018,1398777594.195698,[]
53019,1398777594.2356484,[]
53020,1398777594.2428646,[]
53021,1398777594.2796004,[]
53022,1398777594.319561,[]
53023,1398777594.319589,[]
53024,1398777594.3596482,[]
53025,1398777594.3677702,[]
53026,1398777594.4076877,[]
53027,1398777594.4475968,[]
53028,1398777594.4476302,[]
53029,1398777594.487689,[]
53030,1398777594.4917262,[]
53031,1398777594.5316398,[]
53032,1398777594.5716224,[]
53033,1398777594.5716505,[]
53034,1398777594.6116056,[]
53035,1398777594.6159658,[]
53036,1398777594.6556473,[]
53037,1398777594.6956742,[]
53038,1398777594.695706,[]
53039,1398777594.735655,[]
53040,1398777594.7413592,[]
53041,1398777594.7796018,[]
53042,1398777594.819545,[]
53043,1398777594.8195703,[]
53044,1398777594.8596463,[]
53045,1398777594.8650017,[]
53046,1398777594.9036424,[]
53047,1398777594.9436157,[]
53048,1398777594.9436474,[]
53049,1398777594.9835594,[]
53050,1398777594.9901044,[]
53051,1398777595.0276198,[]
53052,1398777595.067703,[]
53053,1398777595.0677314,[]
53054,1398777595.1076386,[]
53055,1398777595.1143625,[]
53056,1398777595.1515913,[]
53057,1398777595.1915965,[]
53058,1398777595.191624,[]
53059,1398777595.2316475,[]
53060,1398777595.2383716,[]
53061,1398777595.2755694,[]
53062,1398777595.315616,[]
53063,1398777595.3156414,[]
53064,1398777595.3556297,[]
53065,1398777595.363153,[]
53066,1398777595.3996477,[]
53067,1398777595.4396353,[]
53068,1398777595.4396663,[]
53069,1398777595.479639,[]
53070,1398777595.48824,[]
53071,1398777595.5276654,[]
53072,1398777595.567611,[]
53073,1398777595.5676434,[]
53074,1398777595.6076665,[]
53075,1398777595.6129568,[]
53076,1398777595.6515946,[]
53077,1398777595.6916046,[]
53078,1398777595.6916337,[]
53079,1398777595.7315948,[]
53080,1398777595.7372267,[]
53081,1398777595.7755802,[]
53082,1398777595.81558,[]
53083,1398777595.8156087,[]
53084,1398777595.855611,[]
53085,1398777595.8615901,[]
53086,1398777595.899601,[]
53087,1398777595.9396343,[]
53088,1398777595.939664,[]
53089,1398777595.9796407,[]
53090,1398777595.9865131,[]
53091,1398777596.0235708,[]
53092,1398777596.0636966,[]
53093,1398777596.0637279,[]
53094,1398777596.1036456,[]
53095,1398777596.1106257,[]
53096,1398777596.1475997,[]
53097,1398777596.1875877,[]
53098,1398777596.187619,[]
53099,1398777596.2276604,[]
53100,1398777596.2370918,[{'idp':  13 ,  'x':  9.21 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
53101,1398777596.2755885,[{'idp':  13 ,  'x':  9.22 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1}]
53102,1398777596.31563,[{'idp':  13 ,  'x':  9.15 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1}]
53103,1398777596.3156586,[{'idp':  13 ,  'x':  9.11 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1}]
53104,1398777596.355626,[{'idp':  13 ,  'x':  9.13 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1}]
53105,1398777596.3598635,[{'idp':  13 ,  'x':  9.14 ,  'y':  0.76 ,  'r':  0.4 ,  'type':  1}]
53106,1398777596.399593,[{'idp':  13 ,  'x':  9.11 ,  'y':  0.8 ,  'r':  0.4 ,  'type':  1}]
53107,1398777596.4396005,[{'idp':  13 ,  'x':  9.1 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1}]
53108,1398777596.4396298,[{'idp':  13 ,  'x':  9.11 ,  'y':  0.8 ,  'r':  0.4 ,  'type':  1}]
53109,1398777596.4795787,[{'idp':  13 ,  'x':  9.13 ,  'y':  0.84 ,  'r':  0.4 ,  'type':  1}]
53110,1398777596.4843595,[{'idp':  13 ,  'x':  9.07 ,  'y':  0.83 ,  'r':  0.4 ,  'type':  1}]
53111,1398777596.5235672,[{'idp':  13 ,  'x':  9.03 ,  'y':  0.85 ,  'r':  0.4 ,  'type':  1}]
53112,1398777596.5635927,[{'idp':  13 ,  'x':  8.99 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1}]
53113,1398777596.5636222,[{'idp':  13 ,  'x':  8.97 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1}]
53114,1398777596.6035862,[{'idp':  13 ,  'x':  8.89 ,  'y':  0.89 ,  'r':  0.4 ,  'type':  1}]
53115,1398777596.615799,[{'idp':  13 ,  'x':  8.91 ,  'y':  0.93 ,  'r':  0.4 ,  'type':  1}]
53116,1398777596.6596432,[{'idp':  13 ,  'x':  8.82 ,  'y':  0.95 ,  'r':  0.4 ,  'type':  1}]
53117,1398777596.6596794,[{'idp':  13 ,  'x':  8.84 ,  'y':  0.95 ,  'r':  0.4 ,  'type':  1}]
53118,1398777596.6996202,[{'idp':  13 ,  'x':  8.78 ,  'y':  0.96 ,  'r':  0.4 ,  'type':  1}]
53119,1398777596.7101154,[{'idp':  13 ,  'x':  8.79 ,  'y':  0.9 ,  'r':  0.4 ,  'type':  1}]
53120,1398777596.747584,[{'idp':  13 ,  'x':  8.72 ,  'y':  0.91 ,  'r':  0.4 ,  'type':  1}]
53121,1398777596.787584,[{'idp':  13 ,  'x':  8.66 ,  'y':  0.97 ,  'r':  0.4 ,  'type':  1}]
53122,1398777596.7876132,[{'idp':  13 ,  'x':  8.65 ,  'y':  0.97 ,  'r':  0.4 ,  'type':  1}]
53123,1398777596.827599,[{'idp':  13 ,  'x':  8.57 ,  'y':  1.01 ,  'r':  0.4 ,  'type':  1}]
53124,1398777596.8325825,[{'idp':  13 ,  'x':  8.56 ,  'y':  1.01 ,  'r':  0.4 ,  'type':  1}]
53125,1398777596.871619,[{'idp':  13 ,  'x':  8.5 ,  'y':  1.02 ,  'r':  0.4 ,  'type':  1}]
53126,1398777596.911591,[{'idp':  13 ,  'x':  8.46 ,  'y':  1.02 ,  'r':  0.4 ,  'type':  1}]
53127,1398777596.911624,[{'idp':  13 ,  'x':  8.41 ,  'y':  1.05 ,  'r':  0.4 ,  'type':  1}]
53128,1398777596.9516215,[{'idp':  13 ,  'x':  8.36 ,  'y':  1.03 ,  'r':  0.4 ,  'type':  1}]
53129,1398777596.9565241,[{'idp':  13 ,  'x':  8.35 ,  'y':  1.04 ,  'r':  0.4 ,  'type':  1}]
53130,1398777596.9955716,[{'idp':  13 ,  'x':  8.27 ,  'y':  1.09 ,  'r':  0.4 ,  'type':  1}]
53131,1398777597.0355914,[{'idp':  13 ,  'x':  8.28 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1}]
53132,1398777597.0356226,[{'idp':  13 ,  'x':  8.25 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1}]
53133,1398777597.0756104,[{'idp':  13 ,  'x':  8.18 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1}]
53134,1398777597.0808544,[{'idp':  13 ,  'x':  8.11 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1}]
53135,1398777597.1195652,[{'idp':  13 ,  'x':  8.09 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1}]
53136,1398777597.159578,[{'idp':  13 ,  'x':  8.01 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1}]
53137,1398777597.1596072,[{'idp':  13 ,  'x':  7.94 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1}]
53138,1398777597.1996078,[{'idp':  13 ,  'x':  7.97 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1}]
53139,1398777597.2068496,[{'idp':  13 ,  'x':  8.01 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1}]
53140,1398777597.2435665,[{'idp':  13 ,  'x':  7.94 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1}]
53141,1398777597.283592,[{'idp':  13 ,  'x':  7.88 ,  'y':  1.16 ,  'r':  0.4 ,  'type':  1}]
53142,1398777597.2836087,[{'idp':  13 ,  'x':  7.83 ,  'y':  1.17 ,  'r':  0.4 ,  'type':  1}]
53143,1398777597.3236737,[{'idp':  13 ,  'x':  7.86 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1}]
53144,1398777597.331641,[{'idp':  13 ,  'x':  7.83 ,  'y':  1.13 ,  'r':  0.4 ,  'type':  1}]
53145,1398777597.3715935,[{'idp':  13 ,  'x':  7.81 ,  'y':  1.13 ,  'r':  0.4 ,  'type':  1}]
53146,1398777597.4115875,[{'idp':  13 ,  'x':  7.67 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1}]
53147,1398777597.4116178,[{'idp':  13 ,  'x':  7.61 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1}]
53148,1398777597.4516416,[{'idp':  13 ,  'x':  7.6 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1}]
53149,1398777597.4563565,[{'idp':  13 ,  'x':  7.59 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1}]
53150,1398777597.4956093,[{'idp':  13 ,  'x':  7.59 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1}]
53151,1398777597.535675,[{'idp':  13 ,  'x':  7.57 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1}]
53152,1398777597.5357115,[{'idp':  13 ,  'x':  7.55 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1}]
53153,1398777597.575659,[{'idp':  13 ,  'x':  7.57 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1}]
53154,1398777597.5797055,[{'idp':  13 ,  'x':  7.54 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1}]
53155,1398777597.619575,[{'idp':  13 ,  'x':  7.49 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1}]
53156,1398777597.659623,[{'idp':  13 ,  'x':  7.44 ,  'y':  1.3 ,  'r':  0.4 ,  'type':  1}]
53157,1398777597.6596541,[{'idp':  13 ,  'x':  7.42 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1}]
53158,1398777597.7036848,[{'idp':  13 ,  'x':  7.39 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1}]
53159,1398777597.7046094,[{'idp':  13 ,  'x':  7.37 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1}]
53160,1398777597.743696,[{'idp':  13 ,  'x':  7.34 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1}]
53161,1398777597.7835886,[{'idp':  13 ,  'x':  7.29 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1}]
53162,1398777597.7836375,[{'idp':  13 ,  'x':  7.26 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1}]
53163,1398777597.823657,[{'idp':  13 ,  'x':  7.24 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1}]
53164,1398777597.828737,[{'idp':  13 ,  'x':  7.19 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1}]
53165,1398777597.8676035,[{'idp':  13 ,  'x':  7.17 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1}]
53166,1398777597.9076312,[{'idp':  13 ,  'x':  7.11 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1}]
53167,1398777597.90766,[{'idp':  13 ,  'x':  7.12 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1}]
53168,1398777597.9475944,[{'idp':  13 ,  'x':  7.06 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1}]
53169,1398777597.9529078,[{'idp':  13 ,  'x':  7.01 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1}]
53170,1398777597.9915612,[{'idp':  13 ,  'x':  6.98 ,  'y':  1.45 ,  'r':  0.4 ,  'type':  1}]
53171,1398777598.031594,[{'idp':  13 ,  'x':  6.92 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1}]
53172,1398777598.031625,[{'idp':  13 ,  'x':  6.88 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1}]
53173,1398777598.0716465,[{'idp':  13 ,  'x':  6.85 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1}]
53174,1398777598.078149,[{'idp':  13 ,  'x':  6.82 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1}]
53175,1398777598.1155832,[{'idp':  13 ,  'x':  6.76 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1}]
53176,1398777598.155581,[{'idp':  13 ,  'x':  6.7 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1}]
53177,1398777598.1556144,[{'idp':  13 ,  'x':  6.67 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.16 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.83 ,  'y':  -0.35 ,  'r':  0.4 ,  'type':  1}]
53178,1398777598.1956105,[{'idp':  13 ,  'x':  6.65 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.2 ,  'y':  -2.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.72 ,  'y':  -0.45 ,  'r':  0.4 ,  'type':  1}]
53179,1398777598.2022362,[{'idp':  13 ,  'x':  6.6 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.15 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.68 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1}]
53180,1398777598.23963,[{'idp':  13 ,  'x':  6.54 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.13 ,  'y':  -2.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.66 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1}]
53181,1398777598.2796175,[{'idp':  13 ,  'x':  6.47 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.13 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.63 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1}]
53182,1398777598.279648,[{'idp':  13 ,  'x':  6.43 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.11 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.6 ,  'y':  -0.38 ,  'r':  0.4 ,  'type':  1}]
53183,1398777598.3196259,[{'idp':  13 ,  'x':  6.42 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.09 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.59 ,  'y':  -0.4 ,  'r':  0.4 ,  'type':  1}]
53184,1398777598.3265243,[{'idp':  13 ,  'x':  6.36 ,  'y':  1.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.06 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.55 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1}]
53185,1398777598.3635762,[{'idp':  13 ,  'x':  6.35 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.03 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.5 ,  'y':  -0.39 ,  'r':  0.4 ,  'type':  1}]
53186,1398777598.403661,[{'idp':  13 ,  'x':  6.31 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.02 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.49 ,  'y':  -0.37 ,  'r':  0.4 ,  'type':  1}]
53187,1398777598.4036968,[{'idp':  13 ,  'x':  6.33 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  9.0 ,  'y':  -2.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.46 ,  'y':  -0.37 ,  'r':  0.4 ,  'type':  1}]
53188,1398777598.443633,[{'idp':  13 ,  'x':  6.34 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.96 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.41 ,  'y':  -0.39 ,  'r':  0.4 ,  'type':  1}]
53189,1398777598.4517477,[{'idp':  13 ,  'x':  6.32 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.91 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.4 ,  'y':  -0.37 ,  'r':  0.4 ,  'type':  1}]
53190,1398777598.4916148,[{'idp':  13 ,  'x':  6.3 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.87 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.35 ,  'y':  -0.41 ,  'r':  0.4 ,  'type':  1}]
53191,1398777598.5316708,[{'idp':  13 ,  'x':  6.2 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.85 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.37 ,  'y':  -0.41 ,  'r':  0.4 ,  'type':  1}]
53192,1398777598.5316937,[{'idp':  13 ,  'x':  6.14 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.81 ,  'y':  -2.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.32 ,  'y':  -0.39 ,  'r':  0.4 ,  'type':  1}]
53193,1398777598.5716536,[{'idp':  13 ,  'x':  6.04 ,  'y':  1.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.76 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.26 ,  'y':  -0.38 ,  'r':  0.4 ,  'type':  1}]
53194,1398777598.5759945,[{'idp':  13 ,  'x':  6.0 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.72 ,  'y':  -2.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.25 ,  'y':  -0.36 ,  'r':  0.4 ,  'type':  1}]
53195,1398777598.6156244,[{'idp':  13 ,  'x':  6.0 ,  'y':  1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.66 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.22 ,  'y':  -0.4 ,  'r':  0.4 ,  'type':  1}]
53196,1398777598.655624,[{'idp':  13 ,  'x':  6.01 ,  'y':  1.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.61 ,  'y':  -2.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.2 ,  'y':  -0.4 ,  'r':  0.4 ,  'type':  1}]
53197,1398777598.655666,[{'idp':  13 ,  'x':  5.99 ,  'y':  1.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.56 ,  'y':  -2.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.19 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1}]
53198,1398777598.6956592,[{'idp':  13 ,  'x':  5.97 ,  'y':  1.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  14 ,  'x':  8.53 ,  'y':  -2.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  15 ,  'x':  9.17 ,  'y':  -0.4 ,  'r':  0.4 ,  'type':  1}]
