id,timestamp,circles
35652,1398694087.5737345,[]
35653,1398694087.578277,[]
35654,1398694087.6176605,[]
35655,1398694087.6576633,[]
35656,1398694087.6576905,[]
35657,1398694087.697802,[]
35658,1398694087.7030413,[]
35659,1398694087.7416728,[]
35660,1398694087.78171,[]
35661,1398694087.7817428,[]
35662,1398694087.8217316,[]
35663,1398694087.8280509,[]
35664,1398694087.86572,[]
35665,1398694087.9057388,[{'idp': 46, 'x': 8.539, 'y': -0.104, 'r': 0.4, 'type': 1}]
37451,1398694132.3857467,[{'idp': 61, 'x': 3.979, 'y': 0.632, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.369, 'y': -1.716, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.629, 'y': -0.518, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.628, 'y': -0.69, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.722, 'y': 1.228, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.447, 'y': -2.09, 'r': 0.4, 'type': 1}]
37452,1398694132.4257274,[{'idp': 61, 'x': 3.976, 'y': 0.615, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.371, 'y': -1.718, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.628, 'y': -0.567, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.617, 'y': -0.706, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.713, 'y': 1.193, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.425, 'y': -2.068, 'r': 0.4, 'type': 1}]
37453,1398694132.4339523,[{'idp': 61, 'x': 3.967, 'y': 0.607, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.347, 'y': -1.724, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.632, 'y': -0.6, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.608, 'y': -0.721, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.697, 'y': 1.182, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.4, 'y': -2.046, 'r': 0.4, 'type': 1}]
37454,1398694132.4737322,[{'idp': 61, 'x': 3.95, 'y': 0.575, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.351, 'y': -1.726, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.65, 'y': -0.643, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.598, 'y': -0.743, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.685, 'y': 1.155, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.384, 'y': -2.04, 'r': 0.4, 'type': 1}]
37455,1398694132.5137663,[{'idp': 61, 'x': 3.938, 'y': 0.565, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.325, 'y': -1.721, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.68, 'y': -0.656, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.586, 'y': -0.758, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.668, 'y': 1.125, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.373, 'y': -2.022, 'r': 0.4, 'type': 1}]
37456,1398694132.513815,[{'idp': 61, 'x': 3.922, 'y': 0.542, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.327, 'y': -1.732, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.694, 'y': -0.675, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.58, 'y': -0.774, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.662, 'y': 1.102, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.38, 'y': -2.039, 'r': 0.4, 'type': 1}]
37457,1398694132.5537255,[{'idp': 61, 'x': 3.915, 'y': 0.527, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.322, 'y': -1.738, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.7, 'y': -0.693, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.56, 'y': -0.793, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.648, 'y': 1.076, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.415, 'y': -2.066, 'r': 0.4, 'type': 1}]
37458,1398694132.5576985,[{'idp': 61, 'x': 3.908, 'y': 0.508, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.316, 'y': -1.744, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.692, 'y': -0.716, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.538, 'y': -0.805, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.626, 'y': 1.053, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.451, 'y': -2.079, 'r': 0.4, 'type': 1}]
37459,1398694132.5976784,[{'idp': 61, 'x': 3.906, 'y': 0.493, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.298, 'y': -1.744, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.693, 'y': -0.742, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.521, 'y': -0.812, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.602, 'y': 1.023, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.476, 'y': -2.089, 'r': 0.4, 'type': 1}]
37460,1398694132.637767,[{'idp': 61, 'x': 3.897, 'y': 0.474, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.299, 'y': -1.745, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.689, 'y': -0.747, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.496, 'y': -0.822, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.586, 'y': 1.003, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.476, 'y': -2.102, 'r': 0.4, 'type': 1}]
37461,1398694132.6377957,[{'idp': 61, 'x': 3.88, 'y': 0.454, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.306, 'y': -1.758, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.686, 'y': -0.766, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.47, 'y': -0.821, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.559, 'y': 0.979, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.47, 'y': -2.1, 'r': 0.4, 'type': 1}]
37462,1398694132.6777833,[{'idp': 61, 'x': 3.88, 'y': 0.453, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.307, 'y': -1.758, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.688, 'y': -0.775, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.46, 'y': -0.824, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.527, 'y': 0.946, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.472, 'y': -2.114, 'r': 0.4, 'type': 1}]
37463,1398694132.6832073,[{'idp': 61, 'x': 3.868, 'y': 0.443, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.311, 'y': -1.761, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.679, 'y': -0.782, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.455, 'y': -0.822, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.521, 'y': 0.922, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37464,1398694132.7216794,[{'idp': 61, 'x': 3.84, 'y': 0.414, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.331, 'y': -1.771, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.683, 'y': -0.771, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.454, 'y': -0.822, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.537, 'y': 0.914, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37465,1398694132.7616823,[{'idp': 61, 'x': 3.826, 'y': 0.429, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.39, 'y': -1.783, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.676, 'y': -0.773, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.456, 'y': -0.817, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.54, 'y': 0.915, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37466,1398694132.7617097,[{'idp': 61, 'x': 3.804, 'y': 0.435, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.39, 'y': -1.783, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.688, 'y': -0.771, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.462, 'y': -0.807, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.523, 'y': 0.921, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37467,1398694132.801717,[{'idp': 61, 'x': 3.778, 'y': 0.457, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.39, 'y': -1.783, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.69, 'y': -0.742, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.476, 'y': -0.8, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.519, 'y': 0.919, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37468,1398694132.806966,[{'idp': 61, 'x': 3.757, 'y': 0.453, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.39, 'y': -1.783, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.692, 'y': -0.722, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.476, 'y': -0.795, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.502, 'y': 0.919, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37469,1398694132.8457065,[{'idp': 61, 'x': 3.747, 'y': 0.442, 'r': 0.4, 'type': 1}, {'idp': 62, 'x': 3.39, 'y': -1.783, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.674, 'y': -0.702, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.487, 'y': -0.786, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.484, 'y': 0.919, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 5.461, 'y': -2.096, 'r': 0.4, 'type': 1}]
37470,1398694132.885709,[{'idp': 61, 'x': 3.754, 'y': 0.442, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.68, 'y': -0.69, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.482, 'y': -0.791, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.476, 'y': 0.914, 'r': 0.4, 'type': 1}]
37471,1398694132.8857372,[{'idp': 61, 'x': 3.74, 'y': 0.449, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.676, 'y': -0.686, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.485, 'y': -0.786, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.447, 'y': 0.918, 'r': 0.4, 'type': 1}]
37472,1398694132.9256866,[{'idp': 61, 'x': 3.731, 'y': 0.464, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.679, 'y': -0.667, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.5, 'y': -0.779, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.426, 'y': 0.91, 'r': 0.4, 'type': 1}]
37473,1398694132.9317138,[{'idp': 61, 'x': 3.734, 'y': 0.464, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.679, 'y': -0.68, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.494, 'y': -0.784, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.408, 'y': 0.912, 'r': 0.4, 'type': 1}]
37474,1398694132.9697053,[{'idp': 61, 'x': 3.719, 'y': 0.479, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.681, 'y': -0.675, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.506, 'y': -0.782, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.394, 'y': 0.905, 'r': 0.4, 'type': 1}]
37475,1398694133.0097375,[{'idp': 61, 'x': 3.712, 'y': 0.486, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.686, 'y': -0.658, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.512, 'y': -0.765, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.359, 'y': 0.914, 'r': 0.4, 'type': 1}]
37476,1398694133.0097735,[{'idp': 61, 'x': 3.688, 'y': 0.508, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.69, 'y': -0.653, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.523, 'y': -0.769, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.347, 'y': 0.915, 'r': 0.4, 'type': 1}]
37477,1398694133.0497348,[{'idp': 61, 'x': 3.669, 'y': 0.522, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.693, 'y': -0.653, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.516, 'y': -0.755, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.324, 'y': 0.918, 'r': 0.4, 'type': 1}]
37478,1398694133.0568378,[{'idp': 61, 'x': 3.65, 'y': 0.527, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.695, 'y': -0.636, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.507, 'y': -0.746, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.31, 'y': 0.918, 'r': 0.4, 'type': 1}]
37479,1398694133.093705,[{'idp': 61, 'x': 3.643, 'y': 0.551, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.702, 'y': -0.63, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.488, 'y': -0.726, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.289, 'y': 0.923, 'r': 0.4, 'type': 1}]
37480,1398694133.1337185,[{'idp': 61, 'x': 3.624, 'y': 0.565, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.687, 'y': -0.632, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.483, 'y': -0.731, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.272, 'y': 0.924, 'r': 0.4, 'type': 1}]
37481,1398694133.133748,[{'idp': 61, 'x': 3.608, 'y': 0.578, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.688, 'y': -0.624, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.487, 'y': -0.732, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.257, 'y': 0.921, 'r': 0.4, 'type': 1}]
37482,1398694133.173728,[{'idp': 61, 'x': 3.602, 'y': 0.594, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.683, 'y': -0.615, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.496, 'y': -0.746, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.247, 'y': 0.91, 'r': 0.4, 'type': 1}]
37483,1398694133.1813288,[{'idp': 61, 'x': 3.582, 'y': 0.598, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.675, 'y': -0.614, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.525, 'y': -0.76, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.226, 'y': 0.899, 'r': 0.4, 'type': 1}]
37484,1398694133.2177143,[{'idp': 61, 'x': 3.571, 'y': 0.612, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.634, 'y': -0.616, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.551, 'y': -0.767, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.209, 'y': 0.89, 'r': 0.4, 'type': 1}]
37485,1398694133.2578113,[{'idp': 61, 'x': 3.555, 'y': 0.629, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.596, 'y': -0.61, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.58, 'y': -0.763, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.189, 'y': 0.892, 'r': 0.4, 'type': 1}]
37486,1398694133.257843,[{'idp': 61, 'x': 3.55, 'y': 0.625, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.605, 'y': -0.604, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.597, 'y': -0.762, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.166, 'y': 0.888, 'r': 0.4, 'type': 1}]
37487,1398694133.297687,[{'idp': 61, 'x': 3.542, 'y': 0.623, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.641, 'y': -0.602, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.619, 'y': -0.762, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.151, 'y': 0.877, 'r': 0.4, 'type': 1}]
37488,1398694133.3051949,[{'idp': 61, 'x': 3.535, 'y': 0.621, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.652, 'y': -0.596, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.627, 'y': -0.77, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.133, 'y': 0.854, 'r': 0.4, 'type': 1}]
37489,1398694133.3416934,[{'idp': 61, 'x': 3.52, 'y': 0.611, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.658, 'y': -0.606, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.639, 'y': -0.774, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.107, 'y': 0.823, 'r': 0.4, 'type': 1}]
37490,1398694133.3817058,[{'idp': 61, 'x': 3.511, 'y': 0.592, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.678, 'y': -0.626, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.639, 'y': -0.78, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.068, 'y': 0.773, 'r': 0.4, 'type': 1}]
37491,1398694133.3817337,[{'idp': 61, 'x': 3.489, 'y': 0.574, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.668, 'y': -0.633, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.651, 'y': -0.791, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.083, 'y': 0.739, 'r': 0.4, 'type': 1}]
37492,1398694133.421666,[{'idp': 61, 'x': 3.472, 'y': 0.548, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.669, 'y': -0.642, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.661, 'y': -0.792, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.101, 'y': 0.721, 'r': 0.4, 'type': 1}]
37493,1398694133.4304225,[{'idp': 61, 'x': 3.447, 'y': 0.529, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.671, 'y': -0.659, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.656, 'y': -0.794, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.107, 'y': 0.699, 'r': 0.4, 'type': 1}]
37494,1398694133.4697556,[{'idp': 61, 'x': 3.432, 'y': 0.511, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.67, 'y': -0.667, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.652, 'y': -0.795, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.114, 'y': 0.686, 'r': 0.4, 'type': 1}]
37495,1398694133.5096853,[{'idp': 61, 'x': 3.412, 'y': 0.494, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.666, 'y': -0.683, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.657, 'y': -0.793, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.116, 'y': 0.667, 'r': 0.4, 'type': 1}]
37496,1398694133.5097165,[{'idp': 61, 'x': 3.404, 'y': 0.455, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.659, 'y': -0.69, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.634, 'y': -0.784, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.112, 'y': 0.651, 'r': 0.4, 'type': 1}]
37497,1398694133.5497603,[{'idp': 61, 'x': 3.411, 'y': 0.427, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.654, 'y': -0.706, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.644, 'y': -0.791, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.1, 'y': 0.626, 'r': 0.4, 'type': 1}]
37498,1398694133.5547893,[{'idp': 61, 'x': 3.44, 'y': 0.416, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.645, 'y': -0.712, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.647, 'y': -0.793, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.09, 'y': 0.608, 'r': 0.4, 'type': 1}]
37499,1398694133.5937076,[{'idp': 61, 'x': 3.438, 'y': 0.401, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.636, 'y': -0.719, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.623, 'y': -0.797, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.085, 'y': 0.593, 'r': 0.4, 'type': 1}]
37500,1398694133.6336718,[{'idp': 61, 'x': 3.432, 'y': 0.369, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.606, 'y': -0.736, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.632, 'y': -0.81, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.08, 'y': 0.585, 'r': 0.4, 'type': 1}]
37501,1398694133.6337,[{'idp': 61, 'x': 3.438, 'y': 0.339, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.617, 'y': -0.755, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.626, 'y': -0.796, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.072, 'y': 0.576, 'r': 0.4, 'type': 1}]
37502,1398694133.6737742,[{'idp': 61, 'x': 3.431, 'y': 0.304, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.601, 'y': -0.768, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.62, 'y': -0.807, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.068, 'y': 0.571, 'r': 0.4, 'type': 1}]
37503,1398694133.6789727,[{'idp': 61, 'x': 3.428, 'y': 0.269, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.58, 'y': -0.787, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.621, 'y': -0.808, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.06, 'y': 0.544, 'r': 0.4, 'type': 1}]
37504,1398694133.7176776,[{'idp': 61, 'x': 3.423, 'y': 0.237, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.542, 'y': -0.802, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.627, 'y': -0.811, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.052, 'y': 0.523, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.693, 'y': 3.445, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.278, 'y': 1.691, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 5.073, 'y': -0.397, 'r': 0.4, 'type': 1}]
37505,1398694133.7577229,[{'idp': 61, 'x': 3.412, 'y': 0.189, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.54, 'y': -0.826, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.616, 'y': -0.82, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.039, 'y': 0.49, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.637, 'y': 3.476, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.276, 'y': 1.704, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 5.012, 'y': -0.389, 'r': 0.4, 'type': 1}]
37506,1398694133.7577524,[{'idp': 61, 'x': 3.401, 'y': 0.149, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.547, 'y': -0.86, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.608, 'y': -0.824, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.037, 'y': 0.458, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.644, 'y': 3.475, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.259, 'y': 1.699, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 4.996, 'y': -0.356, 'r': 0.4, 'type': 1}]
37507,1398694133.7977102,[{'idp': 61, 'x': 3.372, 'y': 0.11, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.574, 'y': -0.883, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.615, 'y': -0.848, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.031, 'y': 0.426, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.635, 'y': 3.448, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.257, 'y': 1.672, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 4.968, 'y': -0.364, 'r': 0.4, 'type': 1}]
37508,1398694133.803821,[{'idp': 61, 'x': 3.379, 'y': 0.081, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.606, 'y': -0.915, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.619, 'y': -0.864, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.025, 'y': 0.395, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.638, 'y': 3.414, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.246, 'y': 1.644, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 4.952, 'y': -0.351, 'r': 0.4, 'type': 1}]
37509,1398694133.8416877,[{'idp': 61, 'x': 3.37, 'y': 0.066, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.636, 'y': -0.939, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.611, 'y': -0.887, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 2.005, 'y': 0.372, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.639, 'y': 3.381, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.244, 'y': 1.625, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 4.945, 'y': -0.335, 'r': 0.4, 'type': 1}]
37510,1398694133.8817334,[{'idp': 61, 'x': 3.371, 'y': 0.036, 'r': 0.4, 'type': 1}, {'idp': 63, 'x': 3.649, 'y': -0.968, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 2.622, 'y': -0.916, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 1.983, 'y': 0.346, 'r': 0.4, 'type': 1}, {'idp': 67, 'x': 2.643, 'y': 3.355, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 3.243, 'y': 1.595, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 4.923, 'y': -0.323, 'r': 0.4, 'type': 1}]
