id,timestamp,circles
10001,1398846936.7358615,[]
10002,1398846936.7758837,[]
10003,1398846936.7843804,[]
10004,1398846936.8238342,[]
10005,1398846936.8639016,[]
10006,1398846936.8639796,[]
10007,1398846936.903844,[]
10008,1398846936.9090192,[]
10009,1398846936.9478118,[]
10010,1398846936.9878864,[]
10011,1398846936.9879136,[]
10012,1398846937.0278854,[]
10013,1398846937.0340953,[]
10014,1398846937.0718727,[]
10015,1398846937.1120074,[]
10016,1398846937.1120436,[]
10017,1398846937.1518571,[]
10018,1398846937.1582968,[]
10019,1398846937.1957655,[]
10020,1398846937.235862,[]
10021,1398846937.2359536,[]
10022,1398846937.2758832,[]
10023,1398846937.2828832,[]
10024,1398846937.3199189,[]
10025,1398846937.3598278,[{'idp':  1 ,  'x':  5.28 ,  'y':  -7.79 ,  'r':  0.6 ,  'type':  1}]
10506,1398846949.3319435,[{'idp':  2 ,  'x':  0.51 ,  'y':  -7.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.61 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.04 ,  'y':  -6.41 ,  'r':  0.4 ,  'type':  1}]
10507,1398846949.3719661,[{'idp':  2 ,  'x':  0.49 ,  'y':  -7.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.63 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.01 ,  'y':  -6.55 ,  'r':  0.4 ,  'type':  1}]
10508,1398846949.378277,[{'idp':  2 ,  'x':  0.38 ,  'y':  -7.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.6 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.03 ,  'y':  -6.56 ,  'r':  0.4 ,  'type':  1}]
10509,1398846949.41588,[{'idp':  2 ,  'x':  0.39 ,  'y':  -7.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.58 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.58 ,  'r':  0.4 ,  'type':  1}]
10510,1398846949.4558246,[{'idp':  2 ,  'x':  0.32 ,  'y':  -7.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.6 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.57 ,  'r':  0.4 ,  'type':  1}]
10511,1398846949.4558468,[{'idp':  2 ,  'x':  0.37 ,  'y':  -7.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.6 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.01 ,  'y':  -6.58 ,  'r':  0.4 ,  'type':  1}]
10512,1398846949.4958568,[{'idp':  2 ,  'x':  0.38 ,  'y':  -7.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.63 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.01 ,  'y':  -6.58 ,  'r':  0.4 ,  'type':  1}]
10513,1398846949.5030515,[{'idp':  2 ,  'x':  0.36 ,  'y':  -7.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.6 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.01 ,  'y':  -6.64 ,  'r':  0.4 ,  'type':  1}]
10514,1398846949.5398917,[{'idp':  2 ,  'x':  0.35 ,  'y':  -7.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.62 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.63 ,  'r':  0.4 ,  'type':  1}]
10515,1398846949.5798318,[{'idp':  2 ,  'x':  0.29 ,  'y':  -7.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.52 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.63 ,  'r':  0.4 ,  'type':  1}]
10516,1398846949.5798595,[{'idp':  2 ,  'x':  0.29 ,  'y':  -7.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.54 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.63 ,  'r':  0.4 ,  'type':  1}]
10517,1398846949.6198494,[{'idp':  2 ,  'x':  0.25 ,  'y':  -7.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.51 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  -0.0 ,  'y':  -6.63 ,  'r':  0.4 ,  'type':  1}]
10518,1398846949.6280222,[{'idp':  2 ,  'x':  0.17 ,  'y':  -7.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.52 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10519,1398846949.6678267,[{'idp':  2 ,  'x':  0.15 ,  'y':  -7.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.51 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10520,1398846949.7078846,[{'idp':  2 ,  'x':  0.12 ,  'y':  -7.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.5 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10521,1398846949.70791,[{'idp':  2 ,  'x':  0.11 ,  'y':  -6.98 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.49 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10522,1398846949.7478786,[{'idp':  2 ,  'x':  0.06 ,  'y':  -6.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.5 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10523,1398846949.752316,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.48 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10524,1398846949.7918253,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.46 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10525,1398846949.831877,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.5 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10526,1398846949.8319068,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.44 ,  'y':  -6.31 ,  'r':  0.4 ,  'type':  1}]
10527,1398846949.8719108,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.43 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10528,1398846949.876842,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.46 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10529,1398846949.916008,[{'idp':  2 ,  'x':  0.03 ,  'y':  -6.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  4.42 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10530,1398846949.9558918,[{'idp':  3 ,  'x':  4.46 ,  'y':  -6.26 ,  'r':  0.4 ,  'type':  1}]
10531,1398846949.9559195,[{'idp':  3 ,  'x':  4.42 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10532,1398846949.9998915,[{'idp':  3 ,  'x':  4.43 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10533,1398846950.0016708,[{'idp':  3 ,  'x':  4.44 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1}]
10534,1398846950.0399096,[{'idp':  3 ,  'x':  4.41 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10535,1398846950.0798821,[{'idp':  3 ,  'x':  4.42 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10536,1398846950.0799136,[{'idp':  3 ,  'x':  4.41 ,  'y':  -6.26 ,  'r':  0.4 ,  'type':  1}]
10537,1398846950.1198552,[{'idp':  3 ,  'x':  4.38 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10538,1398846950.1264136,[{'idp':  3 ,  'x':  4.38 ,  'y':  -6.31 ,  'r':  0.4 ,  'type':  1}]
10539,1398846950.1638136,[{'idp':  3 ,  'x':  4.39 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10540,1398846950.203921,[{'idp':  3 ,  'x':  4.4 ,  'y':  -6.31 ,  'r':  0.4 ,  'type':  1}]
10541,1398846950.2039545,[{'idp':  3 ,  'x':  4.34 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10542,1398846950.2438614,[{'idp':  3 ,  'x':  4.33 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10543,1398846950.2510486,[{'idp':  3 ,  'x':  4.36 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10544,1398846950.287824,[{'idp':  3 ,  'x':  4.34 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10545,1398846950.3279076,[{'idp':  3 ,  'x':  4.36 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10546,1398846950.327938,[{'idp':  3 ,  'x':  4.31 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10547,1398846950.3679652,[{'idp':  3 ,  'x':  4.34 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10548,1398846950.3757293,[{'idp':  3 ,  'x':  4.31 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10549,1398846950.4118705,[{'idp':  3 ,  'x':  4.37 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10550,1398846950.451953,[{'idp':  3 ,  'x':  4.38 ,  'y':  -6.32 ,  'r':  0.4 ,  'type':  1}]
10551,1398846950.4519885,[{'idp':  3 ,  'x':  4.36 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10552,1398846950.491893,[{'idp':  3 ,  'x':  4.37 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10553,1398846950.5003963,[{'idp':  3 ,  'x':  4.3 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1}]
10554,1398846950.5398762,[{'idp':  3 ,  'x':  4.32 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10555,1398846950.579823,[{'idp':  3 ,  'x':  4.28 ,  'y':  -6.26 ,  'r':  0.4 ,  'type':  1}]
10556,1398846950.5798519,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1}]
10557,1398846950.6199095,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1}]
10558,1398846950.6251013,[{'idp':  3 ,  'x':  4.28 ,  'y':  -6.26 ,  'r':  0.4 ,  'type':  1}]
10559,1398846950.6639466,[{'idp':  3 ,  'x':  4.3 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10560,1398846950.7038906,[{'idp':  3 ,  'x':  4.25 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1}]
10561,1398846950.7039218,[{'idp':  3 ,  'x':  4.26 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1}]
10562,1398846950.7439175,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10563,1398846950.749787,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10564,1398846950.7879608,[{'idp':  3 ,  'x':  4.28 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10565,1398846950.827906,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.3 ,  'r':  0.4 ,  'type':  1}]
10566,1398846950.827933,[{'idp':  3 ,  'x':  4.27 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10567,1398846950.8678794,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10568,1398846950.8744318,[{'idp':  3 ,  'x':  4.21 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10569,1398846950.9118598,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10570,1398846950.9518645,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10571,1398846950.9518962,[{'idp':  3 ,  'x':  4.22 ,  'y':  -6.28 ,  'r':  0.4 ,  'type':  1}]
10572,1398846950.991856,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.29 ,  'r':  0.4 ,  'type':  1}]
10573,1398846950.9990828,[{'idp':  3 ,  'x':  4.21 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10574,1398846951.0359132,[{'idp':  3 ,  'x':  4.21 ,  'y':  -6.27 ,  'r':  0.4 ,  'type':  1}]
10575,1398846951.0758715,[{'idp':  3 ,  'x':  4.17 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1}]
10576,1398846951.0758955,[{'idp':  3 ,  'x':  4.19 ,  'y':  -6.25 ,  'r':  0.4 ,  'type':  1}]
10577,1398846951.1161008,[{'idp':  3 ,  'x':  4.19 ,  'y':  -6.21 ,  'r':  0.4 ,  'type':  1}]
10578,1398846951.1241078,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.23 ,  'r':  0.4 ,  'type':  1}]
10579,1398846951.1639132,[{'idp':  3 ,  'x':  4.2 ,  'y':  -6.22 ,  'r':  0.4 ,  'type':  1}]
10580,1398846951.203831,[{'idp':  3 ,  'x':  4.22 ,  'y':  -6.22 ,  'r':  0.4 ,  'type':  1}]
10581,1398846951.2038689,[{'idp':  3 ,  'x':  4.22 ,  'y':  -6.22 ,  'r':  0.4 ,  'type':  1}]
10582,1398846951.2438378,[{'idp':  3 ,  'x':  4.23 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1}]
10583,1398846951.248544,[{'idp':  3 ,  'x':  4.24 ,  'y':  -6.22 ,  'r':  0.4 ,  'type':  1}]
10584,1398846951.2879,[{'idp':  3 ,  'x':  4.25 ,  'y':  -6.24 ,  'r':  0.4 ,  'type':  1}]
10585,1398846951.3280032,[{'idp':  3 ,  'x':  4.26 ,  'y':  -6.21 ,  'r':  0.4 ,  'type':  1}]
10586,1398846951.3280337,[{'idp':  3 ,  'x':  4.26 ,  'y':  -6.23 ,  'r':  0.4 ,  'type':  1}]
10587,1398846951.3678923,[{'idp':  3 ,  'x':  4.28 ,  'y':  -6.22 ,  'r':  0.4 ,  'type':  1}]
10588,1398846951.3731961,[{'idp':  3 ,  'x':  4.27 ,  'y':  -6.19 ,  'r':  0.4 ,  'type':  1}]
10589,1398846951.4118898,[{'idp':  3 ,  'x':  4.26 ,  'y':  -6.23 ,  'r':  0.4 ,  'type':  1}]
10590,1398846951.4518752,[{'idp':  3 ,  'x':  4.3 ,  'y':  -6.19 ,  'r':  0.4 ,  'type':  1}]
10591,1398846951.4519022,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.21 ,  'r':  0.4 ,  'type':  1}]
10592,1398846951.4918816,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.19 ,  'r':  0.4 ,  'type':  1}]
10593,1398846951.4978478,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.18 ,  'r':  0.4 ,  'type':  1}]
10594,1398846951.535818,[{'idp':  3 ,  'x':  4.28 ,  'y':  -6.2 ,  'r':  0.4 ,  'type':  1}]
10595,1398846951.5758743,[{'idp':  3 ,  'x':  4.27 ,  'y':  -6.19 ,  'r':  0.4 ,  'type':  1}]
10596,1398846951.5759058,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.15 ,  'r':  0.4 ,  'type':  1}]
10597,1398846951.6158524,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.16 ,  'r':  0.4 ,  'type':  1}]
10598,1398846951.6225803,[{'idp':  3 ,  'x':  4.3 ,  'y':  -6.14 ,  'r':  0.4 ,  'type':  1}]
10599,1398846951.659854,[{'idp':  3 ,  'x':  4.29 ,  'y':  -6.13 ,  'r':  0.4 ,  'type':  1}]
10600,1398846951.699858,[{'idp':  3 ,  'x':  4.31 ,  'y':  -6.12 ,  'r':  0.4 ,  'type':  1}]
10601,1398846951.6999066,[{'idp':  3 ,  'x':  4.33 ,  'y':  -6.08 ,  'r':  0.4 ,  'type':  1}]
10602,1398846951.7398462,[{'idp':  3 ,  'x':  4.34 ,  'y':  -6.08 ,  'r':  0.4 ,  'type':  1}]
10603,1398846951.747274,[{'idp':  3 ,  'x':  4.35 ,  'y':  -6.04 ,  'r':  0.4 ,  'type':  1}]
10604,1398846951.7839563,[{'idp':  3 ,  'x':  4.36 ,  'y':  -6.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.9 ,  'y':  7.54 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.79 ,  'y':  -3.49 ,  'r':  0.6 ,  'type':  1}]
10605,1398846951.8238127,[{'idp':  3 ,  'x':  4.4 ,  'y':  -6.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.82 ,  'y':  7.46 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.36 ,  'r':  0.6 ,  'type':  1}]
10606,1398846951.823844,[{'idp':  3 ,  'x':  4.39 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.78 ,  'y':  7.46 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.66 ,  'y':  -3.32 ,  'r':  0.6 ,  'type':  1}]
10607,1398846951.863826,[{'idp':  3 ,  'x':  4.42 ,  'y':  -5.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.75 ,  'y':  7.45 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.66 ,  'y':  -3.28 ,  'r':  0.6 ,  'type':  1}]
10608,1398846951.871897,[{'idp':  3 ,  'x':  4.46 ,  'y':  -5.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.73 ,  'y':  7.44 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.64 ,  'y':  -3.28 ,  'r':  0.6 ,  'type':  1}]
10609,1398846951.911853,[{'idp':  3 ,  'x':  4.46 ,  'y':  -5.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.72 ,  'y':  7.42 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.26 ,  'r':  0.6 ,  'type':  1}]
10610,1398846951.9518971,[{'idp':  3 ,  'x':  4.45 ,  'y':  -5.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.7 ,  'y':  7.41 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.67 ,  'y':  -3.24 ,  'r':  0.6 ,  'type':  1}]
10611,1398846951.9519303,[{'idp':  3 ,  'x':  4.45 ,  'y':  -5.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.63 ,  'y':  7.4 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.21 ,  'r':  0.6 ,  'type':  1}]
10612,1398846951.9918659,[{'idp':  3 ,  'x':  4.49 ,  'y':  -5.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.6 ,  'y':  7.38 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.68 ,  'y':  -3.18 ,  'r':  0.6 ,  'type':  1}]
10613,1398846951.9966109,[{'idp':  3 ,  'x':  4.48 ,  'y':  -5.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.59 ,  'y':  7.39 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.68 ,  'y':  -3.12 ,  'r':  0.6 ,  'type':  1}]
10614,1398846952.0358632,[{'idp':  3 ,  'x':  4.53 ,  'y':  -5.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.58 ,  'y':  7.37 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.06 ,  'r':  0.6 ,  'type':  1}]
10615,1398846952.075859,[{'idp':  3 ,  'x':  4.5 ,  'y':  -5.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.6 ,  'y':  7.37 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.04 ,  'r':  0.6 ,  'type':  1}]
10616,1398846952.0759292,[{'idp':  3 ,  'x':  4.48 ,  'y':  -5.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.57 ,  'y':  7.35 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.65 ,  'y':  -3.04 ,  'r':  0.6 ,  'type':  1}]
10617,1398846952.1158187,[{'idp':  3 ,  'x':  4.49 ,  'y':  -5.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.54 ,  'y':  7.34 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.74 ,  'y':  -3.05 ,  'r':  0.6 ,  'type':  1}]
10618,1398846952.1212895,[{'idp':  3 ,  'x':  4.48 ,  'y':  -5.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.5 ,  'y':  7.33 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.73 ,  'y':  -3.0 ,  'r':  0.6 ,  'type':  1}]
10619,1398846952.1598456,[{'idp':  3 ,  'x':  4.5 ,  'y':  -5.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.46 ,  'y':  7.33 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.74 ,  'y':  -2.99 ,  'r':  0.6 ,  'type':  1}]
10620,1398846952.1998885,[{'idp':  3 ,  'x':  4.51 ,  'y':  -5.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.42 ,  'y':  7.33 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.8 ,  'y':  -2.94 ,  'r':  0.6 ,  'type':  1}]
10621,1398846952.1999173,[{'idp':  3 ,  'x':  4.52 ,  'y':  -5.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.39 ,  'y':  7.32 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.78 ,  'y':  -2.91 ,  'r':  0.6 ,  'type':  1}]
10622,1398846952.2398877,[{'idp':  3 ,  'x':  4.52 ,  'y':  -5.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.37 ,  'y':  7.31 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.8 ,  'y':  -2.88 ,  'r':  0.6 ,  'type':  1}]
10623,1398846952.2462971,[{'idp':  3 ,  'x':  4.52 ,  'y':  -5.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.32 ,  'y':  7.29 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.74 ,  'y':  -2.9 ,  'r':  0.6 ,  'type':  1}]
10624,1398846952.2838814,[{'idp':  3 ,  'x':  4.56 ,  'y':  -5.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.29 ,  'y':  7.27 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.8 ,  'y':  -2.84 ,  'r':  0.6 ,  'type':  1}]
10625,1398846952.3238885,[{'idp':  3 ,  'x':  4.59 ,  'y':  -5.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.25 ,  'y':  7.25 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.72 ,  'y':  -2.85 ,  'r':  0.6 ,  'type':  1}]
10626,1398846952.323918,[{'idp':  3 ,  'x':  4.58 ,  'y':  -5.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.2 ,  'y':  7.23 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.74 ,  'y':  -2.82 ,  'r':  0.6 ,  'type':  1}]
10627,1398846952.363844,[{'idp':  3 ,  'x':  4.6 ,  'y':  -5.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.17 ,  'y':  7.21 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.73 ,  'y':  -2.81 ,  'r':  0.6 ,  'type':  1}]
10628,1398846952.3708968,[{'idp':  3 ,  'x':  4.61 ,  'y':  -5.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.11 ,  'y':  7.19 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.76 ,  'y':  -2.74 ,  'r':  0.6 ,  'type':  1}]
10629,1398846952.407846,[{'idp':  3 ,  'x':  4.64 ,  'y':  -5.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.08 ,  'y':  7.17 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.75 ,  'y':  -2.69 ,  'r':  0.6 ,  'type':  1}]
10630,1398846952.447884,[{'idp':  3 ,  'x':  4.62 ,  'y':  -5.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.01 ,  'y':  7.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.72 ,  'y':  -2.67 ,  'r':  0.6 ,  'type':  1}]
10631,1398846952.4479158,[{'idp':  3 ,  'x':  4.64 ,  'y':  -5.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.98 ,  'y':  7.11 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.74 ,  'y':  -2.63 ,  'r':  0.6 ,  'type':  1}]
10632,1398846952.4878414,[{'idp':  3 ,  'x':  4.61 ,  'y':  -5.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.96 ,  'y':  7.09 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  6 ,  'x':  8.7 ,  'y':  -2.58 ,  'r':  0.6 ,  'type':  1}]
