id,timestamp,circles
10000,1398776520.6229799,[{'idp': 54, 'x': 7.838, 'y': -1.919, 'r': 0.4, 'type': 1}]
12248,1398776576.8677905,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.161, 'y': -5.705, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.817, 'y': 3.77, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.882, 'y': 6.277, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.555, 'y': 6.475, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.148, 'y': -1.593, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.453, 'y': 7.227, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.683, 'y': -7.079, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.754, 'y': 2.243, 'r': 0.4, 'type': 1}]
12249,1398776576.9075887,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.134, 'y': -5.746, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.762, 'y': 3.786, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.893, 'y': 6.256, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.558, 'y': 6.488, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.127, 'y': -1.595, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.451, 'y': 7.22, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.684, 'y': -7.081, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.737, 'y': 2.219, 'r': 0.4, 'type': 1}]
12250,1398776576.947567,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.127, 'y': -5.728, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.768, 'y': 3.789, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.873, 'y': 6.271, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.55, 'y': 6.517, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.126, 'y': -1.595, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.439, 'y': 7.237, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.773, 'y': -7.046, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.73, 'y': 2.237, 'r': 0.4, 'type': 1}]
12251,1398776576.947598,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.124, 'y': -5.719, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.782, 'y': 3.796, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.89, 'y': 6.277, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.561, 'y': 6.497, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.121, 'y': -1.603, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.431, 'y': 7.201, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.794, 'y': -7.065, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.727, 'y': 2.237, 'r': 0.4, 'type': 1}]
12252,1398776576.987572,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.102, 'y': -5.735, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.755, 'y': 3.804, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.846, 'y': 6.276, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.532, 'y': 6.505, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.114, 'y': -1.6, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.405, 'y': 7.235, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.809, 'y': -7.057, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.739, 'y': 2.24, 'r': 0.4, 'type': 1}]
12253,1398776576.9933524,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.084, 'y': -5.725, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.749, 'y': 3.801, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.839, 'y': 6.272, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.516, 'y': 6.497, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.088, 'y': -1.58, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.384, 'y': 7.214, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.819, 'y': -7.102, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.74, 'y': 2.26, 'r': 0.4, 'type': 1}]
12254,1398776577.0316358,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.112, 'y': -5.723, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.748, 'y': 3.8, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.82, 'y': 6.288, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.467, 'y': 6.48, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.072, 'y': -1.595, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.374, 'y': 7.243, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.824, 'y': -7.12, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.735, 'y': 2.259, 'r': 0.4, 'type': 1}]
12255,1398776577.0715928,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.08, 'y': -5.715, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.728, 'y': 3.79, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.813, 'y': 6.284, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.468, 'y': 6.487, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.083, 'y': -1.619, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.371, 'y': 7.228, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.838, 'y': -7.111, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.719, 'y': 2.255, 'r': 0.4, 'type': 1}]
12256,1398776577.0716271,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.053, 'y': -5.719, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.727, 'y': 3.811, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.814, 'y': 6.288, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.47, 'y': 6.495, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.063, 'y': -1.591, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.352, 'y': 7.215, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.869, 'y': -7.104, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.691, 'y': 2.248, 'r': 0.4, 'type': 1}]
12257,1398776577.1115887,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.042, 'y': -5.726, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.723, 'y': 3.83, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.77, 'y': 6.269, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.454, 'y': 6.491, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.056, 'y': -1.588, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.342, 'y': 7.246, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.847, 'y': -7.146, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.65, 'y': 2.237, 'r': 0.4, 'type': 1}]
12258,1398776577.118211,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.052, 'y': -5.717, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.728, 'y': 3.833, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.787, 'y': 6.295, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.434, 'y': 6.538, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.051, 'y': -1.586, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.313, 'y': 7.265, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.857, 'y': -7.119, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.658, 'y': 2.259, 'r': 0.4, 'type': 1}]
12259,1398776577.1555746,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.05, 'y': -5.709, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.669, 'y': 3.824, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.757, 'y': 6.283, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.408, 'y': 6.484, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.038, 'y': -1.571, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.301, 'y': 7.203, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.901, 'y': -7.096, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.628, 'y': 2.272, 'r': 0.4, 'type': 1}]
12260,1398776577.1955779,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.03, 'y': -5.732, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.656, 'y': 3.797, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.735, 'y': 6.275, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.438, 'y': 6.554, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.024, 'y': -1.566, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.298, 'y': 7.188, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.921, 'y': -7.109, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.608, 'y': 2.266, 'r': 0.4, 'type': 1}]
12261,1398776577.1956067,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.995, 'y': -5.713, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.632, 'y': 3.805, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.73, 'y': 6.282, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.382, 'y': 6.501, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.028, 'y': -1.567, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.273, 'y': 7.224, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.919, 'y': -7.103, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.605, 'y': 2.286, 'r': 0.4, 'type': 1}]
12262,1398776577.2356155,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.023, 'y': -5.715, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.591, 'y': 3.805, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.716, 'y': 6.289, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.371, 'y': 6.516, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 4.001, 'y': -1.557, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.243, 'y': 7.243, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.921, 'y': -7.11, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.573, 'y': 2.277, 'r': 0.4, 'type': 1}]
12263,1398776577.2434077,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 2.011, 'y': -5.721, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.568, 'y': 3.794, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.702, 'y': 6.281, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.369, 'y': 6.508, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.994, 'y': -1.574, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.243, 'y': 7.241, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.931, 'y': -7.086, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.57, 'y': 2.256, 'r': 0.4, 'type': 1}]
12264,1398776577.2795568,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.993, 'y': -5.707, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.583, 'y': 3.801, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.701, 'y': 6.274, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.35, 'y': 6.488, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.981, 'y': -1.569, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.243, 'y': 7.239, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.947, 'y': -7.081, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.563, 'y': 2.275, 'r': 0.4, 'type': 1}]
12265,1398776577.319738,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.977, 'y': -5.702, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.612, 'y': 3.837, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.66, 'y': 6.282, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.338, 'y': 6.502, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.98, 'y': -1.579, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.212, 'y': 7.25, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.908, 'y': -7.108, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.555, 'y': 2.272, 'r': 0.4, 'type': 1}]
12266,1398776577.3197713,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.967, 'y': -5.714, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.62, 'y': 3.82, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.674, 'y': 6.284, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.326, 'y': 6.512, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.965, 'y': -1.562, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.209, 'y': 7.231, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.938, 'y': -7.11, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.548, 'y': 2.27, 'r': 0.4, 'type': 1}]
12267,1398776577.3595786,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.957, 'y': -5.725, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.614, 'y': 3.838, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.66, 'y': 6.282, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.329, 'y': 6.53, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.952, 'y': -1.567, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.192, 'y': 7.224, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.936, 'y': -7.104, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.541, 'y': 2.268, 'r': 0.4, 'type': 1}]
12268,1398776577.3681905,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.955, 'y': -5.719, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.602, 'y': 3.853, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.646, 'y': 6.284, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.306, 'y': 6.489, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.942, 'y': -1.563, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.179, 'y': 7.246, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.96, 'y': -7.129, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.513, 'y': 2.281, 'r': 0.4, 'type': 1}]
12269,1398776577.4075754,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.929, 'y': -5.724, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.558, 'y': 3.852, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.64, 'y': 6.278, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.28, 'y': 6.508, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.934, 'y': -1.56, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.162, 'y': 7.243, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.959, 'y': -7.125, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.516, 'y': 2.282, 'r': 0.4, 'type': 1}]
12270,1398776577.4475899,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.941, 'y': -5.718, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.539, 'y': 3.842, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.597, 'y': 6.282, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.266, 'y': 6.512, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.933, 'y': -1.56, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.151, 'y': 7.175, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.0, 'y': -7.152, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.512, 'y': 2.321, 'r': 0.4, 'type': 1}]
12271,1398776577.4476209,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.922, 'y': -5.704, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.526, 'y': 3.856, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.612, 'y': 6.28, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.224, 'y': 6.525, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.903, 'y': -1.558, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.104, 'y': 7.284, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 1.998, 'y': -7.143, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.497, 'y': 2.296, 'r': 0.4, 'type': 1}]
12272,1398776577.4876294,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.924, 'y': -5.711, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.5, 'y': 3.863, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.59, 'y': 6.272, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.233, 'y': 6.49, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.915, 'y': -1.582, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.129, 'y': 7.235, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.043, 'y': -7.126, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.478, 'y': 2.312, 'r': 0.4, 'type': 1}]
12273,1398776577.4938054,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.911, 'y': -5.715, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.483, 'y': 3.875, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.577, 'y': 6.278, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.197, 'y': 6.538, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.892, 'y': -1.563, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.089, 'y': 7.286, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.021, 'y': -7.108, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.458, 'y': 2.306, 'r': 0.4, 'type': 1}]
12274,1398776577.531657,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.901, 'y': -5.726, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.448, 'y': 3.877, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.544, 'y': 6.307, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.218, 'y': 6.49, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.881, 'y': -1.559, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.097, 'y': 7.237, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.449, 'y': 2.323, 'r': 0.4, 'type': 1}]
12275,1398776577.5715926,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.899, 'y': -5.718, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.423, 'y': 3.885, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.537, 'y': 6.299, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.207, 'y': 6.508, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.874, 'y': -1.566, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.067, 'y': 7.252, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.414, 'y': 2.333, 'r': 0.4, 'type': 1}]
12276,1398776577.5716233,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.894, 'y': -5.703, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.411, 'y': 3.878, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.516, 'y': 6.306, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.172, 'y': 6.477, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.872, 'y': -1.565, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.061, 'y': 7.217, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.418, 'y': 2.295, 'r': 0.4, 'type': 1}]
12277,1398776577.6116643,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.871, 'y': -5.718, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.37, 'y': 3.857, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.531, 'y': 6.296, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.168, 'y': 6.543, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.859, 'y': -1.569, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.047, 'y': 7.233, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.401, 'y': 2.31, 'r': 0.4, 'type': 1}]
12278,1398776577.61879,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.87, 'y': -5.715, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.356, 'y': 3.849, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.508, 'y': 6.284, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.161, 'y': 6.5, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.839, 'y': -1.561, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.037, 'y': 7.266, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.383, 'y': 2.305, 'r': 0.4, 'type': 1}]
12279,1398776577.6555505,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.866, 'y': -5.702, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.351, 'y': 3.847, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.509, 'y': 6.299, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.148, 'y': 6.51, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.835, 'y': -1.58, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.017, 'y': 7.246, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.387, 'y': 2.306, 'r': 0.4, 'type': 1}]
12280,1398776577.6955779,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.83, 'y': -5.717, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.343, 'y': 3.843, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.493, 'y': 6.272, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.138, 'y': 6.536, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.82, 'y': -1.573, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.015, 'y': 7.234, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.37, 'y': 2.282, 'r': 0.4, 'type': 1}]
12281,1398776577.6956115,[{'idp': 59, 'x': 8.286, 'y': 3.16, 'r': 0.2, 'type': 1}, {'idp': 60, 'x': 1.814, 'y': -5.713, 'r': 0.4, 'type': 1}, {'idp': 61, 'x': 7.337, 'y': 3.82, 'r': 0.2, 'type': 1}, {'idp': 63, 'x': 0.482, 'y': 6.299, 'r': 0.4, 'type': 1}, {'idp': 64, 'x': 1.131, 'y': 6.492, 'r': 0.4, 'type': 1}, {'idp': 65, 'x': 3.797, 'y': -1.564, 'r': 0.4, 'type': 1}, {'idp': 66, 'x': 1.006, 'y': 7.277, 'r': 0.4, 'type': 1}, {'idp': 68, 'x': 2.065, 'y': -7.142, 'r': 0.4, 'type': 1}, {'idp': 69, 'x': 8.358, 'y': 2.298, 'r': 0.4, 'type': 1}]
