id,timestamp,circles
40001,1398855619.8542423,[{'idp': 1, 'x': 3.291666666666666, 'y': -3.1666666666666665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5, 'y': -2.833333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.875000000000001, 'y': 1.8333333333333335, 'r': 0.3999999999999999, 'type': 1}]
40002,1398855619.8937583,[{'idp': 1, 'x': 3.2848030152519136, 'y': -3.0878009322506283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.544267168049473, 'y': -2.826388367165684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8693119504280906, 'y': 1.8717056524061615, 'r': 0.3999999999999999, 'type': 1}]
40003,1398855619.933768,[{'idp': 1, 'x': 3.2784538679042097, 'y': -3.0684623968643443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5598761336619855, 'y': -2.7890418784829007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.846735513980352, 'y': 1.875046245078218, 'r': 0.3999999999999999, 'type': 1}]
40004,1398855619.933799,[{'idp': 1, 'x': 3.2749186523195184, 'y': -3.0517335382954967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.565704407522427, 'y': -2.731367357309429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8168752325774715, 'y': 1.899545122644135, 'r': 0.3999999999999999, 'type': 1}]
40005,1398855619.973796,[{'idp': 1, 'x': 3.265536022155966, 'y': -3.0301138093439506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.580684038860831, 'y': -2.6932648426445125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7823730694364257, 'y': 1.9209105134813176, 'r': 0.3999999999999999, 'type': 1}]
40006,1398855619.978416,[{'idp': 1, 'x': 3.257898407687525, 'y': -3.009804604754761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.581335235870776, 'y': -2.6338629814302097, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7607875713292107, 'y': 1.9419831236916374, 'r': 0.3999999999999999, 'type': 1}]
40007,1398855620.017725,[{'idp': 1, 'x': 3.2511406849675795, 'y': -2.990710176867143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5895879582527215, 'y': -2.5933138926750807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.733540585504124, 'y': 1.9491014349818392, 'r': 0.3999999999999999, 'type': 1}]
40008,1398855620.0578058,[{'idp': 1, 'x': 3.2351215244642684, 'y': -2.9769830802472317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.59624545825182, 'y': -2.5518274782102415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.709427032988232, 'y': 1.9589057676485666, 'r': 0.3999999999999999, 'type': 1}]
40009,1398855620.0578384,[{'idp': 1, 'x': 3.2131521174419797, 'y': -2.9708784315517924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.606338690471551, 'y': -2.5271453530109502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6856081995626324, 'y': 1.9773741430996727, 'r': 0.3999999999999999, 'type': 1}]
40010,1398855620.0977566,[{'idp': 1, 'x': 3.211072101602519, 'y': -2.9696486961128565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6071031717317315, 'y': -2.4686936970704743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6540234711425215, 'y': 1.990168763634217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.6249999999999996, 'y': 0.8333333333333326, 'r': 0.3999999999999999, 'type': 1}]
41325,1398855652.9937317,[{'idp': 22, 'x': 3.2886013734052133, 'y': 0.30965750747802945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6305611068316974, 'y': -0.15886320498757378, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.301699814442713, 'y': 3.13760094800295, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.331055327803526, 'y': 3.6830706970614346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.977033483083474, 'y': 4.95522074653141, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.553790603582936, 'y': 5.133036122627928, 'r': 0.3999999999999999, 'type': 1}]
41326,1398855653.0337546,[{'idp': 22, 'x': 3.2879988881252697, 'y': 0.3096503434502851, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6328872583827638, 'y': -0.15825812037948084, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.274386888767961, 'y': 3.106140489286955, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.320753245569726, 'y': 3.6740190097151726, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9627658898045115, 'y': 5.054287188472157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.60799059696149, 'y': 5.119117730958407, 'r': 0.3999999999999999, 'type': 1}]
41327,1398855653.033787,[{'idp': 22, 'x': 3.287291071134404, 'y': 0.3096961562675271, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6365667756661408, 'y': -0.15990941113486867, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.214497231035995, 'y': 3.0713069686035377, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.319441176122172, 'y': 3.6561957992563987, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.9203051215803653, 'y': 5.114969180297699, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.680966242590553, 'y': 5.11907696132419, 'r': 0.3999999999999999, 'type': 1}]
41328,1398855653.073778,[{'idp': 22, 'x': 3.287736869907365, 'y': 0.3102804133850623, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6406285025043634, 'y': -0.1544588201551922, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.175291516677108, 'y': 3.0483613420277567, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.299154719161615, 'y': 3.6387335787182806, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.916603078716734, 'y': 5.1537655551708745, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.696381565505491, 'y': 5.144986985516891, 'r': 0.3999999999999999, 'type': 1}]
41329,1398855653.0802686,[{'idp': 22, 'x': 3.272058594631606, 'y': 0.31555804802794407, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6463335628899514, 'y': -0.15374238227175763, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.19736620947125, 'y': 3.046777037596118, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.275520945746436, 'y': 3.6342697713427508, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.927679809978475, 'y': 5.175513359820581, 'r': 0.3999999999999999, 'type': 1}, {'idp': 28, 'x': 3.696956305799648, 'y': 5.165192347702485, 'r': 0.3999999999999999, 'type': 1}]
41330,1398855653.1177583,[{'idp': 22, 'x': 3.2548785912592737, 'y': 0.3218145946062001, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6513742451284665, 'y': -0.14950424357969228, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.210346826581651, 'y': 3.0547846438962734, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.259969300553566, 'y': 3.620916907075671, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3333333333333326, 'y': 5.125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.291666666666667, 'y': 5.249999999999999, 'r': 0.3999999999999999, 'type': 1}]
41331,1398855653.1577528,[{'idp': 22, 'x': 3.288641608711258, 'y': 0.3319106580628084, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6557152404704425, 'y': -0.14673259307655506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.196029615527902, 'y': 3.0465840978285974, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.226068316875815, 'y': 3.6077349501757805, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.518895826451578, 'y': 5.1661856836452325, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.0551433728143245, 'y': 5.21298775603629, 'r': 0.3999999999999999, 'type': 1}]
41332,1398855653.1577847,[{'idp': 22, 'x': 3.276790779420733, 'y': 0.3309473234940463, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6630495980488682, 'y': -0.14423043724779872, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.2126507875874095, 'y': 3.0721622462582165, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.228471459627158, 'y': 3.577811652746279, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.208333333333333, 'y': 5.041666666666666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 4.0015104082914625, 'y': 5.257700880013017, 'r': 0.3999999999999999, 'type': 1}]
41333,1398855653.1977642,[{'idp': 22, 'x': 3.285348065454987, 'y': 0.3313820411405466, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6714255989003992, 'y': -0.14349418412014536, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.208633372361353, 'y': 3.0697884908906214, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.198485637025183, 'y': 3.567850729329105, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.434971290196467, 'y': 5.1644847254278154, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.9773132435675063, 'y': 5.2753843453226175, 'r': 0.3999999999999999, 'type': 1}]
41334,1398855653.2054865,[{'idp': 22, 'x': 3.2511092141617626, 'y': 0.32092515748967765, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6773967826946037, 'y': -0.14082563121254776, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.205951170960672, 'y': 3.0682119283952614, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.173425119584442, 'y': 3.5463862986431116, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4730193037783885, 'y': 5.195603878168038, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.9574679474814523, 'y': 5.296533742864426, 'r': 0.3999999999999999, 'type': 1}]
41335,1398855653.2417445,[{'idp': 22, 'x': 3.2388263570466114, 'y': 0.31981332026953746, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6833637938542703, 'y': -0.13996127633837507, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.2227863507099315, 'y': 3.109118997052862, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.121424045139728, 'y': 3.533635078746593, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.208333333333333, 'y': 5.166666666666666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.9483178021144605, 'y': 5.299237421115112, 'r': 0.3999999999999999, 'type': 1}]
41336,1398855653.2817323,[{'idp': 22, 'x': 3.253419879077284, 'y': 0.3282641555935095, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6905209899873821, 'y': -0.1359663671561162, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.206414920045221, 'y': 3.0990422488719016, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.11294956941555, 'y': 3.526109828869961, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.427274497790269, 'y': 5.201592430339348, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.9291502655130506, 'y': 5.321314978721388, 'r': 0.3999999999999999, 'type': 1}]
41337,1398855653.281767,[{'idp': 22, 'x': 3.2112028394269476, 'y': 0.3309507231769726, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.6987856342366916, 'y': -0.1285444631081234, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.188405901228883, 'y': 3.119192089155234, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.115050375445646, 'y': 3.5128810778485775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4591476400134646, 'y': 5.224579826220889, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.9025527019831485, 'y': 5.342509437861793, 'r': 0.3999999999999999, 'type': 1}]
41338,1398855653.3218198,[{'idp': 22, 'x': 3.0758939591576406, 'y': 0.31726993068484477, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.7053723547359492, 'y': -0.12543084090152257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.1739061135552955, 'y': 3.1412592927498695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.064188680424216, 'y': 3.5010224222490294, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.468803837184369, 'y': 5.263105483056478, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.8461387618088794, 'y': 5.336332277500951, 'r': 0.3999999999999999, 'type': 1}]
41339,1398855653.3317237,[{'idp': 22, 'x': 2.842322536161761, 'y': 0.2987692225579486, 'r': 0.3999999999999999, 'type': 1}, {'idp': 24, 'x': 0.7096230561884354, 'y': -0.12341541423834257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.16609682214757, 'y': 3.167498644408815, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.071006619678073, 'y': 3.506555405062477, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4360982015042763, 'y': 5.263752038168517, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.8433999117118556, 'y': 5.3222784931196525, 'r': 0.3999999999999999, 'type': 1}]
41340,1398855653.3697076,[{'idp': 24, 'x': 0.7180363686949676, 'y': -0.11873685179761284, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.142394834737241, 'y': 3.168078211211094, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.036556294285019, 'y': 3.5086758226065062, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.4088400174522926, 'y': 5.272398951697472, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.8273133182069774, 'y': 5.343100492929331, 'r': 0.3999999999999999, 'type': 1}]
41341,1398855653.4097366,[{'idp': 24, 'x': 0.7251644337724872, 'y': -0.10804640720386338, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.135672482951934, 'y': 3.1795974177676456, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.045359395419233, 'y': 3.5484221981707953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3888201637235627, 'y': 5.292058497860353, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.8199443495029484, 'y': 5.374982060616276, 'r': 0.3999999999999999, 'type': 1}]
41342,1398855653.4097688,[{'idp': 24, 'x': 0.731489642343619, 'y': -0.10125163892974909, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.115360221575084, 'y': 3.1977359257901394, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.043734638598178, 'y': 3.5152112244569977, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3810105793657086, 'y': 5.305057247251225, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.7793292160564973, 'y': 5.389688815572164, 'r': 0.3999999999999999, 'type': 1}]
41343,1398855653.4497774,[{'idp': 24, 'x': 0.7367933571483665, 'y': -0.09414608467715357, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.090290046094681, 'y': 3.197176047840957, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.036771543397075, 'y': 3.5405984452240014, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3762714595387067, 'y': 5.323415066077524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.7613346668457903, 'y': 5.413827648239032, 'r': 0.3999999999999999, 'type': 1}]
41344,1398855653.4568603,[{'idp': 24, 'x': 0.7453650676008094, 'y': -0.08926452319981792, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.049310609852096, 'y': 3.201689617637513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.018045274056538, 'y': 3.5875001061638723, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3539992828820586, 'y': 5.33960096301138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.735196287864684, 'y': 5.427145115843199, 'r': 0.3999999999999999, 'type': 1}]
41345,1398855653.493701,[{'idp': 24, 'x': 0.7537706084082108, 'y': -0.08082558407612073, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.012954208344047, 'y': 3.2089740847044435, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.0119717094622676, 'y': 3.613907267192933, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.330818127043793, 'y': 5.354563247716864, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.730814182864406, 'y': 5.46768993959221, 'r': 0.3999999999999999, 'type': 1}]
41346,1398855653.5338008,[{'idp': 24, 'x': 0.7650981367968535, 'y': -0.07328589245405026, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.003381544516059, 'y': 3.218303477054907, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9972200698015037, 'y': 3.600417109405316, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.309258645098958, 'y': 5.372025619651639, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.711798257294854, 'y': 5.490733848454683, 'r': 0.3999999999999999, 'type': 1}]
41347,1398855653.5338328,[{'idp': 24, 'x': 0.7766980659586964, 'y': -0.0646669087123719, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.989603627984403, 'y': 3.2556962181472127, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.982751333919845, 'y': 3.618984140381043, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.307789272710322, 'y': 5.395744499531174, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.6788671987356714, 'y': 5.508926824156058, 'r': 0.3999999999999999, 'type': 1}]
41348,1398855653.573724,[{'idp': 24, 'x': 0.7874949239927842, 'y': -0.05197356193406, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.019405068904685, 'y': 3.274752300224253, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9599941754674606, 'y': 3.629494685361656, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2889707674160285, 'y': 5.418192765978105, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.646524746774702, 'y': 5.545012562329239, 'r': 0.3999999999999999, 'type': 1}]
41349,1398855653.5819216,[{'idp': 24, 'x': 0.8000613738678286, 'y': -0.04667996976426281, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.004016666473627, 'y': 3.2959477113702107, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.944946985312323, 'y': 3.6458440628463507, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2713735795727428, 'y': 5.442522237838617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.637560503443411, 'y': 5.582069357653438, 'r': 0.3999999999999999, 'type': 1}]
41350,1398855653.6216915,[{'idp': 24, 'x': 0.8129769244231078, 'y': -0.039044706526341066, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0143857257328905, 'y': 3.3025265245999713, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9276672881352237, 'y': 3.660988033421728, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2447860257856576, 'y': 5.452174975103743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.6082596134213873, 'y': 5.590520735422881, 'r': 0.3999999999999999, 'type': 1}]
41351,1398855653.661725,[{'idp': 24, 'x': 0.821297131108103, 'y': -0.028398497361802333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.006625634533021, 'y': 3.3131601779939945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9349290956753125, 'y': 3.6680565287408107, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2316602781994086, 'y': 5.456997123550417, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.916666666666666, 'y': 5.833333333333332, 'r': 0.3999999999999999, 'type': 1}]
41352,1398855653.6617553,[{'idp': 24, 'x': 0.8379193730499823, 'y': -0.017224159391444616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.997236821602775, 'y': 3.322825436028596, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9538831087023163, 'y': 3.684606508210533, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2408120375990546, 'y': 5.472592486556183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.7674497658776596, 'y': 5.746446810331156, 'r': 0.3999999999999999, 'type': 1}]
41353,1398855653.7017255,[{'idp': 24, 'x': 0.8389768088882499, 'y': -0.008673356044269775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.983279416797226, 'y': 3.313762145567838, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9672319623242913, 'y': 3.681340904372501, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2422170050230426, 'y': 5.475150999917197, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.7762640437047112, 'y': 5.759533602791745, 'r': 0.3999999999999999, 'type': 1}]
41354,1398855653.7060628,[{'idp': 24, 'x': 0.8485025277481228, 'y': 0.0027313557884278694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.982105286393603, 'y': 3.2976711196348796, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.957798675275166, 'y': 3.672764952745773, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.240062895981306, 'y': 5.471585021242989, 'r': 0.3999999999999999, 'type': 1}, {'idp': 29, 'x': 3.7888170963337187, 'y': 5.778671345834024, 'r': 0.3999999999999999, 'type': 1}]
41355,1398855653.7457724,[{'idp': 24, 'x': 0.8519668078810061, 'y': 0.008308647485599785, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.989950483545423, 'y': 3.2873821298631545, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.000023615666903, 'y': 3.6474253931450207, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2450152495726026, 'y': 5.4799838310160105, 'r': 0.3999999999999999, 'type': 1}]
41356,1398855653.7857451,[{'idp': 24, 'x': 0.8596954105111143, 'y': 0.018276049352476953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.992198098815887, 'y': 3.2735012194412105, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9892635286532108, 'y': 3.6379189576583815, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2742467970543676, 'y': 5.474608616758143, 'r': 0.3999999999999999, 'type': 1}]
41357,1398855653.7857754,[{'idp': 24, 'x': 0.8625956458561457, 'y': 0.02399451332998126, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 4.986933812152669, 'y': 3.254760935794947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9763350148094267, 'y': 3.626552324629999, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2564393849794038, 'y': 5.445062445079802, 'r': 0.3999999999999999, 'type': 1}]
41358,1398855653.8257525,[{'idp': 24, 'x': 0.862505265581861, 'y': 0.030362656485429795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.002592497639203, 'y': 3.234064583134799, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.998030850816976, 'y': 3.598893967810537, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2743438376701217, 'y': 5.448055495188804, 'r': 0.3999999999999999, 'type': 1}]
41359,1398855653.8312306,[{'idp': 24, 'x': 0.8548689929259501, 'y': 0.03839360729424923, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.003666131948091, 'y': 3.2195008744214837, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 3.9974744445104093, 'y': 3.582842220196285, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2695611461502283, 'y': 5.41357474866103, 'r': 0.3999999999999999, 'type': 1}]
41360,1398855653.8697307,[{'idp': 24, 'x': 0.8305983553923624, 'y': 0.045037703826888986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.0136026797677165, 'y': 3.1953303631022, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.006460685445969, 'y': 3.5597925641900363, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.283163001355538, 'y': 5.408848959528663, 'r': 0.3999999999999999, 'type': 1}]
41361,1398855653.9097352,[{'idp': 24, 'x': 0.8388424943192474, 'y': 0.045868514216067524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.007741046596879, 'y': 3.1767711466429738, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.023251123379481, 'y': 3.5437475763286996, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.2912343038810676, 'y': 5.395974663713847, 'r': 0.3999999999999999, 'type': 1}]
41362,1398855653.9097674,[{'idp': 24, 'x': 0.8464311367362765, 'y': 0.048037704521770586, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.011208410966271, 'y': 3.163547172157326, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.019270662014003, 'y': 3.5245674636330326, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.301018059645009, 'y': 5.385676261200166, 'r': 0.3999999999999999, 'type': 1}]
41363,1398855653.9497726,[{'idp': 24, 'x': 0.8597954823750276, 'y': 0.04882370262189184, 'r': 0.3999999999999999, 'type': 1}, {'idp': 25, 'x': 5.016527028437972, 'y': 3.1518354332347664, 'r': 0.3999999999999999, 'type': 1}, {'idp': 26, 'x': 4.018167858878829, 'y': 3.511590179721964, 'r': 0.3999999999999999, 'type': 1}, {'idp': 27, 'x': 3.3174894127005095, 'y': 5.385978100429394, 'r': 0.3999999999999999, 'type': 1}]
