id,timestamp,circles
52730,1398782902.676256,[]
52731,1398782902.676287,[]
52732,1398782902.7163014,[]
52733,1398782902.72125,[]
52734,1398782902.7602718,[{'idp':  196 ,  'x':  6.35 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  4.9 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.35 ,  'y':  -3.04 ,  'r':  0.4 ,  'type':  1}]
53095,1398782911.752508,[{'idp':  196 ,  'x':  1.95 ,  'y':  -0.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.61 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.24 ,  'y':  -0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.51 ,  'y':  -0.01 ,  'r':  0.4 ,  'type':  1}]
53096,1398782911.7922454,[{'idp':  196 ,  'x':  1.94 ,  'y':  -0.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.61 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.2 ,  'y':  -0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.49 ,  'y':  -0.01 ,  'r':  0.4 ,  'type':  1}]
53097,1398782911.800726,[{'idp':  196 ,  'x':  1.93 ,  'y':  -0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.6 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.18 ,  'y':  -0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.47 ,  'y':  -0.03 ,  'r':  0.4 ,  'type':  1}]
53098,1398782911.8403375,[{'idp':  196 ,  'x':  1.91 ,  'y':  -0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.59 ,  'y':  0.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.14 ,  'y':  -0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.45 ,  'y':  -0.05 ,  'r':  0.4 ,  'type':  1}]
53099,1398782911.8802288,[{'idp':  196 ,  'x':  1.89 ,  'y':  -0.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.58 ,  'y':  0.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.11 ,  'y':  -0.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.43 ,  'y':  -0.09 ,  'r':  0.4 ,  'type':  1}]
53100,1398782911.8802555,[{'idp':  196 ,  'x':  1.88 ,  'y':  -0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.58 ,  'y':  0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.07 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.41 ,  'y':  -0.11 ,  'r':  0.4 ,  'type':  1}]
53101,1398782911.920218,[{'idp':  196 ,  'x':  1.86 ,  'y':  -0.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.57 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  3.03 ,  'y':  -0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.38 ,  'y':  -0.15 ,  'r':  0.4 ,  'type':  1}]
53102,1398782911.9252605,[{'idp':  196 ,  'x':  1.84 ,  'y':  -0.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.57 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.99 ,  'y':  -0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.36 ,  'y':  -0.18 ,  'r':  0.4 ,  'type':  1}]
53103,1398782911.964224,[{'idp':  196 ,  'x':  1.83 ,  'y':  -0.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.56 ,  'y':  0.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.95 ,  'y':  -0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.34 ,  'y':  -0.22 ,  'r':  0.4 ,  'type':  1}]
53104,1398782912.0043733,[{'idp':  196 ,  'x':  1.81 ,  'y':  -0.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.56 ,  'y':  0.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.91 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.32 ,  'y':  -0.25 ,  'r':  0.4 ,  'type':  1}]
53105,1398782912.0044076,[{'idp':  196 ,  'x':  1.79 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.55 ,  'y':  0.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.87 ,  'y':  -0.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.29 ,  'y':  -0.27 ,  'r':  0.4 ,  'type':  1}]
53106,1398782912.044298,[{'idp':  196 ,  'x':  1.77 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.54 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.83 ,  'y':  -0.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.26 ,  'y':  -0.31 ,  'r':  0.4 ,  'type':  1}]
53107,1398782912.050369,[{'idp':  196 ,  'x':  1.76 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.53 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.79 ,  'y':  -0.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.26 ,  'y':  -0.34 ,  'r':  0.4 ,  'type':  1}]
53108,1398782912.0882463,[{'idp':  196 ,  'x':  1.74 ,  'y':  -1.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.53 ,  'y':  0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.76 ,  'y':  -0.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.23 ,  'y':  -0.37 ,  'r':  0.4 ,  'type':  1}]
53109,1398782912.1282578,[{'idp':  196 ,  'x':  1.72 ,  'y':  -1.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.52 ,  'y':  0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.72 ,  'y':  -0.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.2 ,  'y':  -0.4 ,  'r':  0.4 ,  'type':  1}]
53110,1398782912.1282878,[{'idp':  196 ,  'x':  1.7 ,  'y':  -1.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.51 ,  'y':  0.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.69 ,  'y':  -0.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.18 ,  'y':  -0.43 ,  'r':  0.4 ,  'type':  1}]
53111,1398782912.1682768,[{'idp':  196 ,  'x':  1.68 ,  'y':  -1.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.51 ,  'y':  0.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.65 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.16 ,  'y':  -0.47 ,  'r':  0.4 ,  'type':  1}]
53112,1398782912.1765037,[{'idp':  196 ,  'x':  1.66 ,  'y':  -1.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.5 ,  'y':  0.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.62 ,  'y':  -1.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.16 ,  'y':  -0.49 ,  'r':  0.4 ,  'type':  1}]
53113,1398782912.216332,[{'idp':  196 ,  'x':  1.65 ,  'y':  -1.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.5 ,  'y':  0.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.58 ,  'y':  -1.03 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.14 ,  'y':  -0.53 ,  'r':  0.4 ,  'type':  1}]
53114,1398782912.2562861,[{'idp':  196 ,  'x':  1.62 ,  'y':  -1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.49 ,  'y':  0.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.55 ,  'y':  -1.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.11 ,  'y':  -0.56 ,  'r':  0.4 ,  'type':  1}]
53115,1398782912.2563183,[{'idp':  196 ,  'x':  1.61 ,  'y':  -1.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.48 ,  'y':  0.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.5 ,  'y':  -1.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.09 ,  'y':  -0.6 ,  'r':  0.4 ,  'type':  1}]
53116,1398782912.2962608,[{'idp':  196 ,  'x':  1.59 ,  'y':  -1.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.48 ,  'y':  0.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.46 ,  'y':  -1.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.08 ,  'y':  -0.62 ,  'r':  0.4 ,  'type':  1}]
53117,1398782912.299751,[{'idp':  196 ,  'x':  1.58 ,  'y':  -1.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.47 ,  'y':  0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.42 ,  'y':  -1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.07 ,  'y':  -0.63 ,  'r':  0.4 ,  'type':  1}]
53118,1398782912.336249,[{'idp':  196 ,  'x':  1.57 ,  'y':  -1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.47 ,  'y':  0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.4 ,  'y':  -1.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.05 ,  'y':  -0.65 ,  'r':  0.4 ,  'type':  1}]
53119,1398782912.3762748,[{'idp':  196 ,  'x':  1.55 ,  'y':  -1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.46 ,  'y':  0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.36 ,  'y':  -1.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.03 ,  'y':  -0.67 ,  'r':  0.4 ,  'type':  1}]
53120,1398782912.3763113,[{'idp':  196 ,  'x':  1.54 ,  'y':  -1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.45 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.33 ,  'y':  -1.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.02 ,  'y':  -0.7 ,  'r':  0.4 ,  'type':  1}]
53121,1398782912.4162512,[{'idp':  196 ,  'x':  1.53 ,  'y':  -1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.45 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.32 ,  'y':  -1.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  4.01 ,  'y':  -0.71 ,  'r':  0.4 ,  'type':  1}]
53122,1398782912.4249904,[{'idp':  196 ,  'x':  1.51 ,  'y':  -1.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.44 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.3 ,  'y':  -1.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.98 ,  'y':  -0.74 ,  'r':  0.4 ,  'type':  1}]
53123,1398782912.4642441,[{'idp':  196 ,  'x':  1.5 ,  'y':  -1.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.43 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.28 ,  'y':  -1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.97 ,  'y':  -0.76 ,  'r':  0.4 ,  'type':  1}]
53124,1398782912.5042293,[{'idp':  196 ,  'x':  1.48 ,  'y':  -1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.43 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.26 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.95 ,  'y':  -0.77 ,  'r':  0.4 ,  'type':  1}]
53125,1398782912.5042584,[{'idp':  196 ,  'x':  1.47 ,  'y':  -1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.42 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.24 ,  'y':  -1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.92 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1}]
53126,1398782912.5443037,[{'idp':  196 ,  'x':  1.45 ,  'y':  -1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.42 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.21 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.9 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1}]
53127,1398782912.5501044,[{'idp':  196 ,  'x':  1.44 ,  'y':  -1.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.41 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.2 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.88 ,  'y':  -0.82 ,  'r':  0.4 ,  'type':  1}]
53128,1398782912.5882363,[{'idp':  196 ,  'x':  1.43 ,  'y':  -1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.4 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.17 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.86 ,  'y':  -0.85 ,  'r':  0.4 ,  'type':  1}]
53129,1398782912.6282659,[{'idp':  196 ,  'x':  1.41 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.4 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.15 ,  'y':  -1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.84 ,  'y':  -0.87 ,  'r':  0.4 ,  'type':  1}]
53130,1398782912.6282928,[{'idp':  196 ,  'x':  1.4 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.39 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.13 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.81 ,  'y':  -0.89 ,  'r':  0.4 ,  'type':  1}]
53131,1398782912.6683617,[{'idp':  196 ,  'x':  1.38 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.38 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.11 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.8 ,  'y':  -0.92 ,  'r':  0.4 ,  'type':  1}]
53132,1398782912.6749938,[{'idp':  196 ,  'x':  1.36 ,  'y':  -1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.38 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.08 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.78 ,  'y':  -0.97 ,  'r':  0.4 ,  'type':  1}]
53133,1398782912.712249,[{'idp':  196 ,  'x':  1.34 ,  'y':  -1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.38 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.06 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.76 ,  'y':  -0.99 ,  'r':  0.4 ,  'type':  1}]
53134,1398782912.752245,[{'idp':  196 ,  'x':  1.32 ,  'y':  -1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.37 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  2.04 ,  'y':  -1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.74 ,  'y':  -1.05 ,  'r':  0.4 ,  'type':  1}]
53135,1398782912.7522733,[{'idp':  196 ,  'x':  1.31 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.37 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.99 ,  'y':  -1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.71 ,  'y':  -1.1 ,  'r':  0.4 ,  'type':  1}]
53136,1398782912.7922869,[{'idp':  196 ,  'x':  1.28 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.36 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.96 ,  'y':  -1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.68 ,  'y':  -1.13 ,  'r':  0.4 ,  'type':  1}]
53137,1398782912.7991238,[{'idp':  196 ,  'x':  1.27 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.35 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.94 ,  'y':  -1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.66 ,  'y':  -1.16 ,  'r':  0.4 ,  'type':  1}]
53138,1398782912.8362305,[{'idp':  196 ,  'x':  1.25 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.35 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.9 ,  'y':  -1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.64 ,  'y':  -1.2 ,  'r':  0.4 ,  'type':  1}]
53139,1398782912.8763158,[{'idp':  196 ,  'x':  1.24 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.34 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.87 ,  'y':  -1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.61 ,  'y':  -1.24 ,  'r':  0.4 ,  'type':  1}]
53140,1398782912.8763483,[{'idp':  196 ,  'x':  1.21 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.33 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.84 ,  'y':  -1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.57 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1}]
53141,1398782912.9162707,[{'idp':  196 ,  'x':  1.19 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.33 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.8 ,  'y':  -1.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.54 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1}]
53142,1398782912.9246297,[{'idp':  196 ,  'x':  1.17 ,  'y':  -1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.32 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.77 ,  'y':  -1.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.51 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1}]
53143,1398782912.964237,[{'idp':  196 ,  'x':  1.15 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.31 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.73 ,  'y':  -1.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.48 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1}]
53144,1398782913.0042124,[{'idp':  196 ,  'x':  1.13 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.3 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.69 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.46 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1}]
53145,1398782913.0042405,[{'idp':  196 ,  'x':  1.11 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.29 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.64 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.44 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1}]
53146,1398782913.0442586,[{'idp':  196 ,  'x':  1.11 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.28 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.59 ,  'y':  -1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.42 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1}]
53147,1398782913.0483627,[{'idp':  196 ,  'x':  1.09 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.27 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.57 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.41 ,  'y':  -1.45 ,  'r':  0.4 ,  'type':  1}]
53148,1398782913.0882654,[{'idp':  196 ,  'x':  1.08 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.26 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.52 ,  'y':  -1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.37 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1}]
53149,1398782913.1282897,[{'idp':  196 ,  'x':  1.07 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.25 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.49 ,  'y':  -1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.36 ,  'y':  -1.45 ,  'r':  0.4 ,  'type':  1}]
53150,1398782913.1283214,[{'idp':  196 ,  'x':  1.06 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.24 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.47 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.33 ,  'y':  -1.44 ,  'r':  0.4 ,  'type':  1}]
53151,1398782913.1682322,[{'idp':  196 ,  'x':  1.05 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.23 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.44 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.33 ,  'y':  -1.46 ,  'r':  0.4 ,  'type':  1}]
53152,1398782913.173745,[{'idp':  196 ,  'x':  1.03 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.22 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.42 ,  'y':  -1.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.29 ,  'y':  -1.45 ,  'r':  0.4 ,  'type':  1}]
53153,1398782913.2122507,[{'idp':  196 ,  'x':  1.02 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.21 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.41 ,  'y':  -1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.27 ,  'y':  -1.45 ,  'r':  0.4 ,  'type':  1}]
53154,1398782913.252285,[{'idp':  196 ,  'x':  1.02 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  0.2 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  199 ,  'x':  1.41 ,  'y':  -1.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  200 ,  'x':  3.25 ,  'y':  -1.45 ,  'r':  0.4 ,  'type':  1}]
